         k,      dist,      rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,    98.067,         1,         8,         0,         0,   353.315,       877,   325.846,       767,   114.961,       154,    95.272,       154,   1967.63,       155,      1785,       118,         0,         0,   2476.33,       155,      2262,       118,        32,     7.511,        21,   5907.51,      8553,      6246,     15828,         6,        75
         1,   116.766,         1,         5,         0,         0,   659.162,       788,   659.574,       744,    25.465,        61,    17.971,        61,   1195.49,        63,      1094,        42,         0,         0,   878.448,        63,       798,        42,        16,     15.35,        69,   5907.51,      8553,      6246,     15828,         6,        75
         1,   26.0357,         1,         4,         0,         0,    45.266,        83,    21.703,        55,    10.056,        18,     4.449,        18,   283.139,        20,       258,        12,         0,         0,   275.469,        20,       251,        12,         2,     1.005,        14,   5907.51,      8553,      6246,     15828,         6,        75
         1,   206.546,         1,        11,         0,         0,   532.689,       895,   406.536,       724,   1391.77,      3380,   1339.37,      3380,   6475.99,       389,      5922,       321,         0,         0,   5525.35,       389,      5008,       321,        47,    25.044,       157,   5907.51,      8553,      6246,     15828,         6,        75
         1,    99.859,         1,         4,         0,         0,   141.663,       395,   113.413,       335,     9.937,        38,     6.849,        38,   381.918,        40,       343,        27,         0,         0,    374.42,        40,       335,        27,         8,    14.982,        78,   5907.51,      8553,      6246,     15828,         6,        75
         1,   134.115,         1,         7,         0,         0,   434.618,      1050,   428.153,       973,    16.956,        57,    11.939,        57,   580.499,        57,       516,        34,         0,         0,   540.318,        57,       488,        34,        16,      1.31,        25,   5907.51,      8553,      6246,     15828,         6,        75
         1,   22.2036,         1,         2,         0,         0,    28.225,        98,    10.952,        45,     3.803,        13,     1.482,        13,   106.392,        15,        97,         6,         0,         0,   102.752,        15,        94,         6,         4,     4.124,        29,   5907.51,      8553,      6246,     15828,         6,        75
         1,   7.82843,         1,         4,         0,         0,    30.233,       107,     5.964,        28,     4.615,        20,     2.286,        20,   192.539,        25,       174,        12,         0,         0,   186.893,        25,       171,        12,         5,    14.771,       139,   5907.51,      8553,      6246,     15828,         6,        75
         1,    33.966,         1,         4,         0,         0,    35.794,       116,    19.879,        75,     4.872,        15,     2.232,        15,   133.225,        15,       123,         8,         0,         0,    129.94,        15,       120,         8,         2,      2.41,        27,   5907.51,      8553,      6246,     15828,         6,        75
         1,   131.138,         1,         8,         0,         0,     196.1,       564,    184.42,       504,    25.711,        86,    19.563,        86,   984.503,        88,       897,        58,         0,         0,    920.11,        88,       835,        58,        22,    13.851,       119,   5907.51,      8553,      6246,     15828,         6,        75
