K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,gen_hi,push_hi,pop_hi,density
3,47393.9,1016.62,4487.95,3860,11,121,30,2920,31,145,631,0.0177936
3,53028.2,1016.62,4487.95,3860,15,121,30,2920,31,145,631,0.0177936
3,19733.2,878.896,1445.05,1236,7,110,22,2494,25,55,204,0.0177936
3,34067.2,878.896,1445.05,1236,12,110,22,2494,25,55,204,0.0177936
3,36506.2,878.896,1445.05,1236,4,110,22,2494,25,55,204,0.0177936
3,35758.9,2916.92,4695.61,4127,3,138,27,3604,35,105,477,0.0177936
3,38323.2,2916.92,4695.61,4127,13,138,27,3604,35,105,477,0.0177936
3,58096.1,2916.92,4695.61,4127,10,138,27,3604,35,105,477,0.0177936
3,5072.09,1904.43,1041.23,894,4,156,24,4180,20,43,120,0.0177936
3,27132.8,1904.43,1041.23,894,7,156,24,4180,20,43,120,0.0177936
3,48188.5,1904.43,1041.23,894,4,156,24,4180,20,43,120,0.0177936
3,22656.1,1752.71,2768.05,2430,11,175,35,4163,25,73,278,0.0177936
3,23667.5,1752.71,2768.05,2430,10,175,35,4163,25,73,278,0.0177936
3,42386,1752.71,2768.05,2430,13,175,35,4163,25,73,278,0.0177936
3,2199.63,2201.52,3436.99,2980,2,152,19,4598,31,92,456,0.0177936
3,30508,2201.52,3436.99,2980,9,152,19,4598,31,92,456,0.0177936
3,68401.1,2201.52,3436.99,2980,15,152,19,4598,31,92,456,0.0177936
3,15499.4,1752.75,4633.21,3897,5,166,35,4527,27,131,611,0.0177936
3,49576.6,1752.75,4633.21,3897,11,166,35,4527,27,131,611,0.0177936
3,53744.4,1752.75,4633.21,3897,7,166,35,4527,27,131,611,0.0177936
3,7002.75,2743.4,3139.64,2696,5,201,38,5496,27,99,450,0.0177936
3,37983.8,2743.4,3139.64,2696,17,201,38,5496,27,99,450,0.0177936
3,58022.7,2743.4,3139.64,2696,17,201,38,5496,27,99,450,0.0177936
3,23838.3,1666.61,3220.07,2821,6,178,43,4217,28,113,419,0.0177936
3,32568.2,1666.61,3220.07,2821,9,178,43,4217,28,113,419,0.0177936
3,40819.5,1666.61,3220.07,2821,10,178,43,4217,28,113,419,0.0177936
3,23376.3,1522.26,2570.61,2267,9,161,32,3894,27,89,336,0.0177936
3,24156,1522.26,2570.61,2267,7,161,32,3894,27,89,336,0.0177936
3,45666.8,1522.26,2570.61,2267,8,161,32,3894,27,89,336,0.0177936
3,21060.2,2350.31,2478.3,2093,5,214,49,5810,27,85,369,0.0177936
3,26525.1,2350.31,2478.3,2093,3,214,49,5810,27,85,369,0.0177936
3,63931.9,2350.31,2478.3,2093,6,214,49,5810,27,85,369,0.0177936
3,11578.8,1657.73,1613.47,1374,9,166,26,4406,23,72,224,0.0177936
3,20737.8,1657.73,1613.47,1374,5,166,26,4406,23,72,224,0.0177936
3,53911,1657.73,1613.47,1374,6,166,26,4406,23,72,224,0.0177936
3,23862.5,2106.07,4320.22,3589,11,200,43,5399,31,117,650,0.0177936
3,37698.8,2106.07,4320.22,3589,5,200,43,5399,31,117,650,0.0177936
3,55439.2,2106.07,4320.22,3589,17,200,43,5399,31,117,650,0.0177936
3,25482.7,1144.47,2551.06,2182,13,143,28,3133,27,79,364,0.0177936
3,36547.1,1144.47,2551.06,2182,11,143,28,3133,27,79,364,0.0177936
3,45116.5,1144.47,2551.06,2182,11,143,28,3133,27,79,364,0.0177936
3,22277.4,1053.99,2731.94,2378,7,112,27,2996,19,109,367,0.0177936
3,34350.9,1053.99,2731.94,2378,10,112,27,2996,19,109,367,0.0177936
3,42860.5,1053.99,2731.94,2378,6,112,27,2996,19,109,367,0.0177936
3,15339.2,2096.52,4348.39,3617,6,217,25,5580,46,39,665,0.0177936
3,15811.4,2096.52,4348.39,3617,4,217,25,5580,46,39,665,0.0177936
3,57924.2,2096.52,4348.39,3617,12,217,25,5580,46,39,665,0.0177936
3,13220.8,1338.73,1212.46,1047,5,158,23,3439,21,46,162,0.0177936
3,35933.4,1338.73,1212.46,1047,5,158,23,3439,21,46,162,0.0177936
3,36683.6,1338.73,1212.46,1047,8,158,23,3439,21,46,162,0.0177936
3,28894.9,1866.91,3896.08,3308,13,182,36,4881,27,110,584,0.0177936
3,42301.7,1866.91,3896.08,3308,4,182,36,4881,27,110,584,0.0177936
3,53767.9,1866.91,3896.08,3308,16,182,36,4881,27,110,584,0.0177936
3,1800.42,1769.82,2523.87,2140,2,193,20,4722,33,49,394,0.0177936
3,22859.5,1769.82,2523.87,2140,6,193,20,4722,33,49,394,0.0177936
3,45868.6,1769.82,2523.87,2140,20,193,20,4722,33,49,394,0.0177936
3,27948.3,1651.67,3977.36,3385,9,163,38,4569,27,97,554,0.0177936
3,41159.6,1651.67,3977.36,3385,4,163,38,4569,27,97,554,0.0177936
3,49308.1,1651.67,3977.36,3385,17,163,38,4569,27,97,554,0.0177936
3,17426.2,1425.08,1862.42,1562,5,147,26,3959,26,62,254,0.0177936
3,17981,1425.08,1862.42,1562,10,147,26,3959,26,62,254,0.0177936
3,54324.8,1425.08,1862.42,1562,13,147,26,3959,26,62,254,0.0177936
3,25252.6,1393.35,5879.28,5132,9,165,32,3831,34,128,696,0.0177936
3,37386.2,1393.35,5879.28,5132,10,165,32,3831,34,128,696,0.0177936
3,53548.6,1393.35,5879.28,5132,12,165,32,3831,34,128,696,0.0177936
3,11975.6,2081.2,2925.32,2535,10,199,38,5246,24,96,413,0.0177936
3,32973.3,2081.2,2925.32,2535,13,199,38,5246,24,96,413,0.0177936
3,52902.7,2081.2,2925.32,2535,16,199,38,5246,24,96,413,0.0177936
3,36668.2,1069.79,4334.57,3727,12,119,30,2967,32,131,605,0.0177936
3,47757.1,1069.79,4334.57,3727,10,119,30,2967,32,131,605,0.0177936
3,54214,1069.79,4334.57,3727,14,119,30,2967,32,131,605,0.0177936
3,32014.6,1390.89,3764.79,3278,9,156,37,3845,26,105,488,0.0177936
3,34093.9,1390.89,3764.79,3278,7,156,37,3845,26,105,488,0.0177936
3,38142.5,1390.89,3764.79,3278,10,156,37,3845,26,105,488,0.0177936
3,23574.2,1370.24,2042.96,1776,8,148,27,3859,26,85,283,0.0177936
3,27070,1370.24,2042.96,1776,4,148,27,3859,26,85,283,0.0177936
3,49689.8,1370.24,2042.96,1776,4,148,27,3859,26,85,283,0.0177936
3,16821.8,2064.72,1584.32,1367,4,207,36,5138,20,79,242,0.0177936
3,38677.8,2064.72,1584.32,1367,11,207,36,5138,20,79,242,0.0177936
3,48603.8,2064.72,1584.32,1367,4,207,36,5138,20,79,242,0.0177936
3,31644.3,1808.25,6974.18,5918,6,191,46,5019,42,153,1034,0.0177936
3,52686.1,1808.25,6974.18,5918,10,191,46,5019,42,153,1034,0.0177936
3,61926,1808.25,6974.18,5918,23,191,46,5019,42,153,1034,0.0177936
3,27093,1689.91,6837.92,5752,3,170,36,4836,44,113,1024,0.0177936
3,60038.8,1689.91,6837.92,5752,8,170,36,4836,44,113,1024,0.0177936
3,64039.8,1689.91,6837.92,5752,20,170,36,4836,44,113,1024,0.0177936
3,10222.2,2004.83,4217.74,3632,4,217,49,5444,39,123,600,0.0177936
3,36918,2004.83,4217.74,3632,15,217,49,5444,39,123,600,0.0177936
3,53693.6,2004.83,4217.74,3632,20,217,49,5444,39,123,600,0.0177936
3,17387.6,2033.49,2298.75,1951,4,181,33,5306,28,84,324,0.0177936
3,23101.2,2033.49,2298.75,1951,5,181,33,5306,28,84,324,0.0177936
3,66217.6,2033.49,2298.75,1951,4,181,33,5306,28,84,324,0.0177936
3,19316.1,1077.74,1541.67,1319,4,121,23,2891,26,85,220,0.0177936
3,27693.4,1077.74,1541.67,1319,3,121,23,2891,26,85,220,0.0177936
3,43409.2,1077.74,1541.67,1319,14,121,23,2891,26,85,220,0.0177936
3,18754.9,1977.8,4511.43,3735,4,192,25,4875,37,71,698,0.0177936
3,29413.4,1977.8,4511.43,3735,9,192,25,4875,37,71,698,0.0177936
3,57601.1,1977.8,4511.43,3735,21,192,25,4875,37,71,698,0.0177936
3,13401.6,3211.64,2106.08,1899,6,161,28,4295,23,61,206,0.0177936
3,18884.4,3211.64,2106.08,1899,5,161,28,4295,23,61,206,0.0177936
3,54619.7,3211.64,2106.08,1899,6,161,28,4295,23,61,206,0.0177936
3,8271.79,2679.85,6023.15,5227,3,189,36,5366,38,159,791,0.0177936
3,48377.6,2679.85,6023.15,5227,16,189,36,5366,38,159,791,0.0177936
3,59726.7,2679.85,6023.15,5227,11,189,36,5366,38,159,791,0.0177936
3,31319.5,1920.05,9774.73,8347,5,197,49,5197,48,153,1170,0.0177936
3,54912.1,1920.05,9774.73,8347,9,197,49,5197,48,153,1170,0.0177936
3,63473.9,1920.05,9774.73,8347,20,197,49,5197,48,153,1170,0.0177936
3,8119.94,2370.79,1220.32,1059,4,171,26,4370,19,46,143,0.0177936
3,24527.8,2370.79,1220.32,1059,8,171,26,4370,19,46,143,0.0177936
3,51236.3,2370.79,1220.32,1059,3,171,26,4370,19,46,143,0.0177936
3,23594.6,1654.48,5566.22,4771,7,147,29,3494,34,140,723,0.0177936
3,38289.1,1654.48,5566.22,4771,10,147,29,3494,34,140,723,0.0177936
3,48708.8,1654.48,5566.22,4771,12,147,29,3494,34,140,723,0.0177936
3,18176.5,1353.05,3199.12,2728,8,149,19,3673,29,125,483,0.0177936
3,38618.4,1353.05,3199.12,2728,10,149,19,3673,29,125,483,0.0177936
3,53833.2,1353.05,3199.12,2728,8,149,19,3673,29,125,483,0.0177936
3,37233.8,1492.88,3472.5,2914,3,141,25,3849,41,109,548,0.0177936
3,44480.2,1492.88,3472.5,2914,8,141,25,3849,41,109,548,0.0177936
3,64525.8,1492.88,3472.5,2914,10,141,25,3849,41,109,548,0.0177936
3,12726.8,1193.69,2068.15,1683,3,150,17,3390,34,44,336,0.0177936
3,32928.6,1193.69,2068.15,1683,3,150,17,3390,34,44,336,0.0177936
3,46003.6,1193.69,2068.15,1683,10,150,17,3390,34,44,336,0.0177936
3,997.719,1430.49,1304.01,1093,2,149,23,3828,20,64,183,0.0177936
3,31158.2,1430.49,1304.01,1093,15,149,23,3828,20,64,183,0.0177936
3,44209.3,1430.49,1304.01,1093,4,149,23,3828,20,64,183,0.0177936
3,7883.77,2132.08,3500.18,2836,4,216,27,5572,48,40,575,0.0177936
3,16940.4,2132.08,3500.18,2836,5,216,27,5572,48,40,575,0.0177936
3,51222.7,2132.08,3500.18,2836,8,216,27,5572,48,40,575,0.0177936
3,14386.7,1893.03,3788.21,3147,4,187,24,4850,33,65,626,0.0177936
3,26204.5,1893.03,3788.21,3147,8,187,24,4850,33,65,626,0.0177936
3,53786.7,1893.03,3788.21,3147,20,187,24,4850,33,65,626,0.0177936
3,18503.4,1584.79,1385.77,1169,3,147,19,4326,21,55,205,0.0177936
3,34140.3,1584.79,1385.77,1169,5,147,19,4326,21,55,205,0.0177936
3,56760.9,1584.79,1385.77,1169,5,147,19,4326,21,55,205,0.0177936
3,10235.1,1841.32,1809.8,1494,2,202,34,4576,31,48,274,0.0177936
3,22972.7,1841.32,1809.8,1494,10,202,34,4576,31,48,274,0.0177936
3,40180.2,1841.32,1809.8,1494,11,202,34,4576,31,48,274,0.0177936
3,25212.7,1834.01,4854.93,4214,9,196,43,4782,31,52,627,0.0177936
3,46776.6,1834.01,4854.93,4214,11,196,43,4782,31,52,627,0.0177936
3,46936,1834.01,4854.93,4214,15,196,43,4782,31,52,627,0.0177936
3,15258.3,1798.47,3195.74,2744,6,193,40,4946,30,116,446,0.0177936
3,36363.2,1798.47,3195.74,2744,11,193,40,4946,30,116,446,0.0177936
3,48749.1,1798.47,3195.74,2744,9,193,40,4946,30,116,446,0.0177936
3,11448.6,1957.76,1975.52,1616,3,202,17,5291,26,46,305,0.0177936
3,17345.4,1957.76,1975.52,1616,7,202,17,5291,26,46,305,0.0177936
3,55148.7,1957.76,1975.52,1616,7,202,17,5291,26,46,305,0.0177936
3,22857.2,1413.35,3495.41,2938,8,157,26,3815,34,118,533,0.0177936
3,43286.9,1413.35,3495.41,2938,10,157,26,3815,34,118,533,0.0177936
3,57817.1,1413.35,3495.41,2938,10,157,26,3815,34,118,533,0.0177936
3,36265.6,2313.57,6265.8,5594,20,161,35,4301,27,97,539,0.0177936
3,47265.3,2313.57,6265.8,5594,3,161,35,4301,27,97,539,0.0177936
3,53059.1,2313.57,6265.8,5594,13,161,35,4301,27,97,539,0.0177936
3,19992.9,2568.84,2119.45,1832,4,199,23,5160,21,78,254,0.0177936
3,30789.2,2568.84,2119.45,1832,8,199,23,5160,21,78,254,0.0177936
3,64158.8,2568.84,2119.45,1832,4,199,23,5160,21,78,254,0.0177936
3,7372.93,1461.74,1604.98,1379,3,144,23,3396,29,28,195,0.0177936
3,36958.6,1461.74,1604.98,1379,3,144,23,3396,29,28,195,0.0177936
3,37738.7,1461.74,1604.98,1379,9,144,23,3396,29,28,195,0.0177936
3,39556.7,2673.94,13585.2,11634,4,205,52,5625,55,222,1672,0.0177936
3,64316.1,2673.94,13585.2,11634,12,205,52,5625,55,222,1672,0.0177936
3,75637.3,2673.94,13585.2,11634,26,205,52,5625,55,222,1672,0.0177936
3,20533.6,1905.6,3958.97,3326,4,187,23,4876,36,63,657,0.0177936
3,27056.5,1905.6,3958.97,3326,7,187,23,4876,36,63,657,0.0177936
3,59545.2,1905.6,3958.97,3326,21,187,23,4876,36,63,657,0.0177936
3,16714,1953.35,4763.19,4218,7,211,50,5213,33,124,500,0.0177936
3,34269.7,1953.35,4763.19,4218,12,211,50,5213,33,124,500,0.0177936
3,49972.5,1953.35,4763.19,4218,8,211,50,5213,33,124,500,0.0177936
3,25130.1,2390.78,5351.25,4582,8,190,37,5337,28,116,644,0.0177936
3,37833.4,2390.78,5351.25,4582,5,190,37,5337,28,116,644,0.0177936
3,55699.2,2390.78,5351.25,4582,15,190,37,5337,28,116,644,0.0177936
3,15227.5,1992.48,2118.34,1888,4,122,21,3139,23,72,211,0.0177936
3,26540.5,1992.48,2118.34,1888,3,122,21,3139,23,72,211,0.0177936
3,44189.9,1992.48,2118.34,1888,12,122,21,3139,23,72,211,0.0177936
3,23145.2,1448.9,2405.13,2067,3,132,16,2995,26,59,309,0.0177936
3,43352.2,1448.9,2405.13,2067,3,132,16,2995,26,59,309,0.0177936
3,48725.9,1448.9,2405.13,2067,18,132,16,2995,26,59,309,0.0177936
3,44527.5,1632.6,4059.77,3395,3,131,24,3652,34,113,588,0.0177936
3,47569.1,1632.6,4059.77,3395,14,131,24,3652,34,113,588,0.0177936
3,66285.8,1632.6,4059.77,3395,18,131,24,3652,34,113,588,0.0177936
3,42977.6,1534.73,4201.35,3683,20,162,41,4010,26,157,536,0.0177936
3,48961.7,1534.73,4201.35,3683,10,162,41,4010,26,157,536,0.0177936
3,53985.4,1534.73,4201.35,3683,4,162,41,4010,26,157,536,0.0177936
3,37741.9,1832.71,4906.22,4183,11,180,43,5035,37,155,698,0.0177936
3,42055.9,1832.71,4906.22,4183,7,180,43,5035,37,155,698,0.0177936
3,55940.4,1832.71,4906.22,4183,15,180,43,5035,37,155,698,0.0177936
3,46834.6,1957.51,6092.15,5188,4,194,46,5211,42,231,887,0.0177936
3,63631.2,1957.51,6092.15,5188,17,194,46,5211,42,231,887,0.0177936
3,74641.9,1957.51,6092.15,5188,5,194,46,5211,42,231,887,0.0177936
3,32465.1,1875.48,6756.38,5542,6,195,50,5113,42,153,1075,0.0177936
3,53957.9,1875.48,6756.38,5542,10,195,50,5113,42,153,1075,0.0177936
3,63547.5,1875.48,6756.38,5542,22,195,50,5113,42,153,1075,0.0177936
3,20136.2,1792.95,2375.26,2025,4,206,48,4746,27,92,339,0.0177936
3,29536,1792.95,2375.26,2025,14,206,48,4746,27,92,339,0.0177936
3,43751.9,1792.95,2375.26,2025,11,206,48,4746,27,92,339,0.0177936
3,20064.7,1593.15,2710.27,2375,6,161,25,4237,28,80,303,0.0177936
3,30521.2,1593.15,2710.27,2375,5,161,25,4237,28,80,303,0.0177936
3,53141.6,1593.15,2710.27,2375,5,161,25,4237,28,80,303,0.0177936
3,14653.9,2162.42,3970.68,3584,4,119,25,2976,26,84,339,0.0177936
3,32681.7,2162.42,3970.68,3584,15,119,25,2976,26,84,339,0.0177936
3,37276.3,2162.42,3970.68,3584,4,119,25,2976,26,84,339,0.0177936
3,32619,2455.7,5220.11,4562,6,180,39,4796,28,155,607,0.0177936
3,38706.2,2455.7,5220.11,4562,12,180,39,4796,28,155,607,0.0177936
3,48539.3,2455.7,5220.11,4562,11,180,39,4796,28,155,607,0.0177936
3,15060.6,2409.3,3633.7,2935,6,210,21,5526,46,40,575,0.0177936
3,15238.3,2409.3,3633.7,2935,4,210,21,5526,46,40,575,0.0177936
3,57260.4,2409.3,3633.7,2935,12,210,21,5526,46,40,575,0.0177936
3,32923.8,1547.72,5212.13,4596,7,158,40,4174,26,120,519,0.0177936
3,33849.8,1547.72,5212.13,4596,11,158,40,4174,26,120,519,0.0177936
3,40355.8,1547.72,5212.13,4596,8,158,40,4174,26,120,519,0.0177936
3,7215.36,2833.38,4979.02,4367,4,196,34,5749,39,123,570,0.0177936
3,44179.3,2833.38,4979.02,4367,16,196,34,5749,39,123,570,0.0177936
3,64959.4,2833.38,4979.02,4367,16,196,34,5749,39,123,570,0.0177936
3,12353.8,1702.88,1217.15,1040,2,165,26,3830,23,39,171,0.0177936
3,19768.6,1702.88,1217.15,1040,10,165,26,3830,23,39,171,0.0177936
3,37675.8,1702.88,1217.15,1040,7,165,26,3830,23,39,171,0.0177936
3,17154,1093.73,2732.71,2342,6,111,27,2893,29,98,373,0.0177936
3,33465.1,1093.73,2732.71,2342,11,111,27,2893,29,98,373,0.0177936
3,38794.6,1093.73,2732.71,2342,5,111,27,2893,29,98,373,0.0177936
3,42587.8,2070.93,10221.7,8535,3,212,57,5563,55,220,1623,0.0177936
3,65469.8,2070.93,10221.7,8535,11,212,57,5563,55,220,1623,0.0177936
3,77316.7,2070.93,10221.7,8535,4,212,57,5563,55,220,1623,0.0177936
3,27362.5,1429.11,3943.04,3357,8,158,25,3745,33,153,594,0.0177936
3,47800.9,1429.11,3943.04,3357,10,158,25,3745,33,153,594,0.0177936
3,59990.5,1429.11,3943.04,3357,21,158,25,3745,33,153,594,0.0177936
3,30087.6,1028.08,2216.74,1912,8,148,31,2868,23,39,258,0.0177936
3,32510.3,1028.08,2216.74,1912,7,148,31,2868,23,39,258,0.0177936
3,32850.5,1028.08,2216.74,1912,7,148,31,2868,23,39,258,0.0177936
3,7840.12,1191.45,976.642,823,3,150,23,3193,16,50,145,0.0177936
3,24156.7,1191.45,976.642,823,4,150,23,3193,16,50,145,0.0177936
3,37188.1,1191.45,976.642,823,6,150,23,3193,16,50,145,0.0177936
3,2890.31,2301.01,5483.1,4925,2,149,18,4569,29,100,470,0.0177936
3,30401.4,2301.01,5483.1,4925,10,149,18,4569,29,100,470,0.0177936
3,67752.2,2301.01,5483.1,4925,15,149,18,4569,29,100,470,0.0177936
3,24144.7,844.082,1207.02,1066,8,99,24,1592,19,35,104,0.0177936
3,24399.7,844.082,1207.02,1066,7,99,24,1592,19,35,104,0.0177936
3,26945.5,844.082,1207.02,1066,7,99,24,1592,19,35,104,0.0177936
3,6961.23,2564.31,2022.59,1688,3,204,18,5300,27,36,269,0.0177936
3,15913.5,2564.31,2022.59,1688,4,204,18,5300,27,36,269,0.0177936
3,46926.1,2564.31,2022.59,1688,9,204,18,5300,27,36,269,0.0177936
3,36651.9,2207.86,8349.61,6988,7,195,47,5233,49,179,1276,0.0177936
3,57534.2,2207.86,8349.61,6988,9,195,47,5233,49,179,1276,0.0177936
3,68245.5,2207.86,8349.61,6988,23,195,47,5233,49,179,1276,0.0177936
3,13704.8,1805.85,1275.14,1067,4,196,35,4749,18,59,212,0.0177936
3,37535.6,1805.85,1275.14,1067,11,196,35,4749,18,59,212,0.0177936
3,45887.5,1805.85,1275.14,1067,6,196,35,4749,18,59,212,0.0177936
3,16107.7,1189.38,2341.35,2033,6,137,30,3207,22,80,325,0.0177936
3,29732.1,1189.38,2341.35,2033,13,137,30,3207,22,80,325,0.0177936
3,37629.9,1189.38,2341.35,2033,8,137,30,3207,22,80,325,0.0177936
3,16262.7,987.997,1390.18,1205,6,146,32,2729,21,31,176,0.0177936
3,31739.1,987.997,1390.18,1205,11,146,32,2729,21,31,176,0.0177936
3,31815.3,987.997,1390.18,1205,10,146,32,2729,21,31,176,0.0177936
3,31567.8,1370.04,2539.9,2185,3,136,26,3719,32,85,371,0.0177936
3,36406.8,1370.04,2539.9,2185,8,136,26,3719,32,85,371,0.0177936
3,57196.7,1370.04,2539.9,2185,11,136,26,3719,32,85,371,0.0177936
3,20795.2,1484.28,1939.08,1690,7,157,25,4156,25,75,270,0.0177936
3,30136,1484.28,1939.08,1690,5,157,25,4156,25,75,270,0.0177936
3,52756.4,1484.28,1939.08,1690,5,157,25,4156,25,75,270,0.0177936
3,11029,1918.93,3175.2,2791,3,181,29,5268,29,109,443,0.0177936
3,41827.7,1918.93,3175.2,2791,9,181,29,5268,29,109,443,0.0177936
3,62921.8,1918.93,3175.2,2791,10,181,29,5268,29,109,443,0.0177936
