K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,gen_hi,push_hi,pop_hi,density
1,14804.4,11283.8,4074.04,3507,11,547,17,17724,27,4,419,0.000597229
1,62794.5,209499,16537.7,14233,10,3788,4,212464,97,3,1547,0.000597229
1,5158.74,929.211,447.803,398,5,77,10,1324,9,4,30,0.000597229
1,30400.7,85921.4,22565.6,19405,28,2219,18,94147,116,4,2352,0.000597229
1,18861,22619.1,4715.8,4115,25,793,11,30948,36,3,469,0.000597229
1,59909.5,208612,114526,98511,74,3696,15,203713,405,3,12343,0.000597229
1,21337.1,28930.9,11887.2,10278,24,934,6,37269,60,3,1367,0.000597229
1,24918.2,43796.9,3960.65,3401,6,1291,4,51315,36,3,376,0.000597229
1,33433.8,92391.7,20157.8,17640,17,2556,21,114012,80,3,1777,0.000597229
1,48875,153551,10914.1,9602,5,3123,4,164193,62,3,873,0.000597229
1,34004.3,91105.1,20463,17438,21,2410,3,111602,99,3,2347,0.000597229
1,6417.31,1105.23,1217.72,1049,11,97,6,2239,18,4,132,0.000597229
1,21402.4,24307.3,7838.39,6784,18,1034,16,38616,49,4,860,0.000597229
1,11672.6,2761.52,666.069,585,3,160,12,5664,7,3,72,0.000597229
1,68483.6,222826,44764.8,38259,13,3729,4,219163,234,3,4954,0.000597229
1,20150.8,18057.2,10206.5,8930,24,826,11,30138,61,5,973,0.000597229
1,9743.5,4544.16,3530.53,3149,13,218,4,6083,23,4,297,0.000597229
1,17448.8,15738.5,4305.81,3763,20,676,3,25854,32,3,427,0.000597229
1,25224.4,46410.1,14847.2,13048,41,1518,6,62077,77,3,1281,0.000597229
1,47618,151657,11000.2,9771,5,3090,5,160079,63,4,831,0.000597229
1,36818.8,70731.6,45880.6,39687,50,1989,18,90467,203,3,4791,0.000597229
1,27894.7,27181.6,20878,18111,43,852,26,37067,96,4,2115,0.000597229
1,24435.6,38246.5,10800.6,9350,31,1491,57,56488,84,4,1134,0.000597229
1,33519,95051.4,47061,40357,53,2680,14,119869,212,4,5077,0.000597229
1,24034.6,26950.1,12291.4,10683,21,1034,4,41479,64,3,1344,0.000597229
1,8781.72,2201.43,1264.15,1098,9,163,32,4266,13,3,124,0.000597229
1,25732.7,46236.5,7702.87,6647,18,1567,12,64196,49,3,842,0.000597229
1,35960.9,135588,1317.4,1096,6,3059,7,139177,9,4,134,0.000597229
1,10812.8,4279.97,1828.06,1580,13,270,2,7835,19,2,198,0.000597229
1,34927.8,112226,3935.02,3352,6,2888,18,129544,39,3,401,0.000597229
1,11911.3,5562.45,2024.08,1789,12,315,7,10527,17,3,212,0.000597229
1,18005.3,18991.9,4390.83,3795,22,728,12,27442,37,3,443,0.000597229
1,16775.5,12833.6,2824.65,2439,12,757,131,22283,27,3,275,0.000597229
1,14734.7,8484.56,7882.48,6931,21,456,5,14442,46,2,901,0.000597229
1,16774.1,8155.2,2583.15,2263,8,403,19,14675,15,3,262,0.000597229
1,15368.2,9722.66,6374.89,5533,21,477,17,17143,40,3,683,0.000597229
1,9533.87,3083.2,1767.82,1553,11,225,10,5956,17,3,183,0.000597229
1,19263.6,14851.9,15938.7,14099,28,701,6,25208,70,3,1325,0.000597229
1,23666.3,34847.3,13933.5,12187,23,1246,11,51707,78,4,1326,0.000597229
1,19029.7,20149.5,2126.88,1834,5,867,4,30508,21,3,203,0.000597229
1,22582.7,17069.5,6862.65,5985,32,629,9,27296,37,3,718,0.000597229
1,18315.6,20993.8,14064.2,12544,32,803,8,27687,60,4,1091,0.000597229
1,46156.3,191180,53653.4,46426,48,3683,15,189769,190,3,5342,0.000597229
1,46726.7,170061,68167.4,57868,54,3580,14,181583,237,3,6852,0.000597229
1,28195.8,76997.9,19488,16733,29,1859,17,78971,98,3,1900,0.000597229
1,24461.6,44129.3,16821.4,14470,36,1474,9,56864,81,3,1810,0.000597229
1,22749.9,32597.4,13097.3,11315,36,1045,17,41468,75,3,1345,0.000597229
1,22912.6,24386.9,11500.8,9964,22,1101,285,33165,80,5,1204,0.000597229
1,8881.97,2761.18,3071.33,2692,14,185,6,5453,21,4,330,0.000597229
1,8748.19,2264.33,767.902,667,9,193,4,4635,9,3,72,0.000597229
1,19857.2,17847.5,9428.91,8237,24,685,34,25318,28,4,997,0.000597229
1,72202,218505,110918,94915,30,3604,5,218968,391,3,11067,0.000597229
1,38978,162808,46443.8,40206,45,3598,7,171153,180,4,4629,0.000597229
1,15778.6,10768.8,5316.43,4612,21,479,16,17576,36,3,558,0.000597229
1,21043.8,24857.9,6346.77,5515,29,1082,69,38811,58,3,682,0.000597229
1,15885.4,8534.34,7584.55,6652,23,476,10,14689,53,3,793,0.000597229
1,16407.7,13298.1,7533.33,6547,28,634,16,22424,51,3,738,0.000597229
1,14670.7,8901.74,4898.77,4280,17,515,3,16004,32,3,533,0.000597229
1,9448.65,2918.93,1796.75,1569,19,215,11,5967,24,4,169,0.000597229
1,12199.8,9317.04,4300.19,3804,18,330,3,11364,28,3,396,0.000597229
1,34636.8,94110.8,35947.2,31003,36,2349,15,108179,133,4,3446,0.000597229
1,61840.7,186816,53393.1,45460,17,3396,5,192106,244,3,5810,0.000597229
1,41414.8,155384,39957,34610,24,3469,22,168983,156,3,3978,0.000597229
1,13680.9,9391.63,6195.31,5412,21,408,6,13843,35,4,724,0.000597229
1,31410.7,80601.4,22814.1,19658,50,2305,9,102616,126,4,2511,0.000597229
1,13607.7,5844.69,4182.55,3637,17,342,10,10873,33,5,437,0.000597229
1,22649.7,32807.9,28547.2,24506,28,1086,8,42872,129,2,3077,0.000597229
1,16470.8,10319.7,7011.28,6083,32,474,16,17681,39,5,759,0.000597229
1,20629.1,20801.8,8825.38,7837,16,716,3,27173,47,3,673,0.000597229
1,19094.3,21061.9,400.911,330,4,897,8,31200,5,3,43,0.000597229
1,61289.4,213815,35652.1,30485,14,3853,5,216536,156,4,3494,0.000597229
1,67650.7,252877,151282,129769,84,4140,14,238879,539,3,15973,0.000597229
1,66328.7,184689,114585,96911,33,3378,4,195112,408,3,12530,0.000597229
1,11780.6,5627.08,2651.19,2310,9,317,10,9657,26,4,272,0.000597229
1,13877.5,8020.01,2218.41,1954,12,466,3,14423,25,3,218,0.000597229
1,34018.8,30238,30191.7,25860,31,967,24,45581,126,4,3439,0.000597229
1,11175.3,4495.63,2133.82,1887,15,315,12,8552,19,5,202,0.000597229
1,38425.1,118832,16739.9,14277,14,2785,4,136722,96,3,1858,0.000597229
1,23574.1,33815.7,13421.4,11632,23,1233,11,51201,75,4,1315,0.000597229
1,15143.5,7895.72,5232.58,4585,20,422,10,12526,42,3,550,0.000597229
1,35673.1,115699,22790.8,19503,24,2661,4,126978,107,4,2557,0.000597229
1,26536.8,32325.9,22339.3,19189,35,1056,5,43072,111,3,2466,0.000597229
1,10539.3,4047.34,1628.65,1436,14,263,45,7525,13,4,151,0.000597229
1,32279.9,61260.4,35304.3,30043,38,1779,20,78547,159,4,3752,0.000597229
1,51385.9,194960,87983.6,75785,58,3756,13,196355,325,2,9263,0.000597229
1,13623.2,10421.3,1463.97,1276,5,398,10,13929,15,4,138,0.000597229
1,25607.9,41209.9,4513.16,3908,7,1407,4,57373,37,3,465,0.000597229
1,59445.3,231646,104915,89385,70,3976,14,219377,438,3,11843,0.000597229
1,19585.5,22508.3,6490.8,5647,8,903,4,33788,37,3,660,0.000597229
1,44960.9,184542,43251.9,36920,31,3445,3,177522,176,3,4774,0.000597229
1,19040.1,21033.1,11889.6,10397,34,854,8,30439,63,4,1198,0.000597229
1,3851.49,277.383,446.138,388,6,46,7,565,9,4,40,0.000597229
1,43500,199165,56184.1,47961,50,3894,5,199955,237,3,6210,0.000597229
1,67588.5,185023,140668,118723,45,3361,4,195112,472,3,15027,0.000597229
1,17035.3,16767.9,204.307,160,3,671,6,24501,6,4,20,0.000597229
1,70735.4,241159,21145.4,18202,7,3899,4,233603,145,3,2166,0.000597229
1,21376.7,28564.1,15246.9,13527,33,1082,11,42131,71,3,1264,0.000597229
1,20685,21492.3,11208.4,9883,31,716,20,30154,51,3,1053,0.000597229
1,67585.3,204359,76143.2,64762,18,3572,6,210352,304,4,8350,0.000597229
1,2040.21,67.577,61.56,53,3,14,6,110,6,4,6,0.000597229
1,12889.3,3367.84,232.197,202,4,185,11,6504,8,3,27,0.000597229
1,35640.9,77889.1,34217.3,29419,52,2117,16,97560,169,4,3847,0.000597229
1,19339.5,11141.4,10292.1,9028,36,531,9,18346,60,3,1139,0.000597229
1,15683,10918.4,4503.87,3883,17,606,14,19789,34,5,485,0.000597229
1,35853.2,124106,35397.3,30735,43,2999,6,140297,144,4,3559,0.000597229
1,8766.63,2570.32,793.227,706,7,187,8,4912,9,3,78,0.000597229
1,19879.2,10417.1,6786.52,5914,22,470,13,18258,33,4,727,0.000597229
1,33404.3,103355,40922.2,35254,14,2702,30,118360,199,3,4208,0.000597229
1,18721.5,12845.4,3811.28,3329,21,738,259,18991,28,4,381,0.000597229
1,54875.8,187030,99882.2,85749,81,3509,15,186362,374,3,10619,0.000597229
1,18531.6,18027.4,9346.4,8150,23,837,10,29097,38,3,1087,0.000597229
1,13682.4,7760.3,5886.67,5189,19,428,3,13066,38,3,633,0.000597229
1,20475,11776.8,8972.18,7816,25,511,14,20861,56,3,971,0.000597229
1,16514.4,13264.9,4641.68,4040,14,649,12,22898,28,3,516,0.000597229
1,18363.9,17279.3,3720.31,3259,13,790,12,28654,28,2,384,0.000597229
1,19130.2,17723.1,2407.99,2089,6,774,13,29719,19,3,260,0.000597229
1,28458.2,63213.4,12879.5,11093,13,1938,19,82685,66,4,1365,0.000597229
1,8544.2,2264.73,2491.42,2193,19,180,5,4436,20,3,253,0.000597229
1,65476.7,243717,140934,120681,76,4131,15,236461,506,4,14934,0.000597229
1,49980.6,138593,75947.6,64672,55,3046,17,154768,320,3,8042,0.000597229
1,7272.31,1589.42,921.128,807,15,139,40,3053,8,4,97,0.000597229
1,17507.8,11454.2,9680.76,8427,29,559,9,18842,63,3,1048,0.000597229
1,9191.05,2834.21,2752.16,2457,20,212,6,5617,15,3,250,0.000597229
1,16749.4,15807.6,7557.91,6764,19,773,169,22539,35,3,517,0.000597229
1,24106.9,25608.2,7490.46,6435,18,865,22,34644,33,4,816,0.000597229
1,21449.7,12949.6,2837.04,2458,5,724,161,21639,24,4,271,0.000597229
1,15962.3,11258,8748.54,7818,28,644,9,20587,30,3,708,0.000597229
1,6692.9,1755.05,1075.41,962,11,172,71,2539,10,3,82,0.000597229
1,33545.8,89183.3,19470,16953,21,2326,3,106909,96,3,1838,0.000597229
1,46215.6,169595,71461.5,61532,55,3508,16,173538,274,3,7860,0.000597229
1,17883.8,17946,2132.63,1852,6,737,4,26979,16,3,218,0.000597229
1,22604.7,29577.1,13636.5,11817,22,1198,12,46356,87,3,1527,0.000597229
1,8800.21,2588.8,609.669,529,7,191,11,4986,14,4,59,0.000597229
1,29036.9,60361.2,3301.46,2818,6,2027,12,84373,18,4,328,0.000597229
1,10868.4,4277.35,3216.48,2840,14,299,13,8474,24,4,286,0.000597229
1,18850.9,19426.1,4894.13,4251,14,765,4,27304,32,3,500,0.000597229
1,29597.9,25748.7,22782.7,19725,43,865,25,38615,109,4,2599,0.000597229
1,9811.24,2963.66,5086.22,4636,20,228,15,5921,25,4,320,0.000597229
1,12736.5,8829.88,739.167,649,4,399,10,12618,10,5,73,0.000597229
1,27202.5,34580.6,23884.4,20577,33,1130,7,46514,104,3,2435,0.000597229
1,10145.5,3542.56,3324.22,2914,16,279,16,6648,26,4,386,0.000597229
1,10823.1,4700.6,1043.06,921,5,291,12,8376,13,4,113,0.000597229
1,7182.26,1599.95,354.235,306,4,127,10,3094,11,5,35,0.000597229
1,40547.9,150825,32503.3,27645,14,3040,5,150956,119,4,2798,0.000597229
1,35821.6,140486,32047.2,27400,43,2989,6,140067,144,4,3598,0.000597229
1,29564.2,71479.8,16647.7,14335,14,2036,20,87641,84,3,1840,0.000597229
1,19685.2,21088.2,5197.58,4507,23,889,3,34470,33,3,542,0.000597229
1,18446.8,13327.3,4174.93,3629,21,551,8,23115,28,3,440,0.000597229
1,10367.5,3635.26,1996.08,1739,13,250,9,7004,23,4,224,0.000597229
1,48926.2,158075,5997.75,5127,5,3183,5,167375,48,4,570,0.000597229
1,26107,26570.9,28888.1,25099,33,1020,10,40123,130,4,2931,0.000597229
1,44009.3,148175,38418.5,32826,19,3237,4,166871,157,3,4384,0.000597229
