k,dist,cost_ki0,cost_ki,cost_hi,cost_edbt,gen_ki0,gen_ki,gen_hi,gen_edbt,pts,polys
14,2357.02,1798.63,102.519,157279,1.13825e+06,6338,334,161,7952,9000,8385
14,1972.22,1527.75,94.289,64256.8,1.06174e+06,4927,272,101,4590,9000,8385
14,2457.36,2107.71,104.604,41766,662065,5903,347,142,6144,9000,8385
14,2927.99,2672.22,139.403,78982.6,1.16614e+06,9584,518,180,8277,9000,8385
14,2019.86,985.684,55.78,52307.3,764556,3201,185,79,2786,9000,8385
14,2585.21,1910.07,86.193,127986,548770,7012,339,129,2871,9000,8385
14,2702.86,2249.98,135.149,48381.3,1.23363e+06,7516,468,200,9275,9000,8385
14,2382.96,1796.98,100.08,91762.7,775416,4713,300,128,4676,9000,8385
14,1991.22,986.589,65.068,50303.8,545692,3394,233,75,2841,9000,8385
14,1971.93,1244.56,80.641,82934.2,825127,3637,217,108,4157,9000,8385
14,1712.57,961.021,58.008,81304,661828,2972,190,93,2757,9000,8385
14,2236.7,1677.02,100.17,62612.7,1.3782e+06,4863,291,90,5198,9000,8385
14,1745.02,991.302,86.123,87007.6,849961,3205,282,112,4065,9000,8385
14,2861.27,2294.58,191.038,216324,3.07174e+06,8433,610,224,15658,9000,8385
14,1967.43,1319.31,98.947,87287.9,592655,3792,252,88,2989,9000,8385
14,2180.56,1686.98,94.792,78623.4,825043,5615,301,114,5582,9000,8385
14,2215.25,1627.53,149.159,140467,2.47491e+06,5073,417,149,13556,9000,8385
14,1890.51,1112.28,73.784,52457.1,632052,3592,202,102,3810,9000,8385
14,1930.51,1204.26,95.439,73681.4,759780,4505,256,124,4482,9000,8385
14,3255.11,2674.83,222.16,140274,2.89809e+06,9363,688,150,14135,9000,8385
14,2811.48,2325.63,176.798,120065,2.19994e+06,8012,525,202,13385,9000,8385
14,2297.31,1922.32,83.896,126288,849918,6538,286,117,3655,9000,8385
14,2200.6,1729.16,87.814,76660.6,701292,5334,281,134,5537,9000,8385
14,2679.29,2572.93,230.051,82805.6,1.98114e+06,8812,581,170,12781,9000,8385
14,2230.28,1639.96,113.392,67550.7,1.08575e+06,6090,350,142,7784,9000,8385
14,1811.12,1097.47,67.785,45251,310347,3921,191,93,2313,9000,8385
14,2616.34,1925.97,166.928,108735,1.93152e+06,6938,458,140,8681,9000,8385
14,2197.3,1628.7,115.953,54953,695580,5453,309,107,5594,9000,8385
14,2597.04,2715.45,150.236,122367,1.89835e+06,8420,484,138,9516,9000,8385
14,2225.44,1645.05,88.327,81583.9,1.02468e+06,5669,294,138,5412,9000,8385
14,2465.57,2108.7,172.794,109329,1.13154e+06,5775,459,195,9149,9000,8385
14,2387.16,1382.71,133.171,79138.9,867875,4099,293,141,4939,9000,8385
14,2952.7,2798.62,189.135,173786,1.95534e+06,9581,501,189,10792,9000,8385
14,2418.38,1769.52,102.907,86621,807771,6351,374,128,8209,9000,8385
14,2558.81,2346.9,131.134,79127.7,1.32892e+06,7552,451,152,8491,9000,8385
14,3043.67,2477.13,160.091,180740,1.44663e+06,9007,560,237,12805,9000,8385
14,2767.04,2092.76,127.211,91254.8,1.52498e+06,6855,409,157,10350,9000,8385
14,1877.29,1402.43,89.26,81530,710513,4507,258,117,4479,9000,8385
14,2537,1998.69,136.388,107804,1.32586e+06,6778,450,151,9425,9000,8385
14,2289.28,1688.58,105.714,109027,728345,5750,330,123,4474,9000,8385
14,2270.92,1983.6,134.944,35517.7,1.38951e+06,6892,337,133,8455,9000,8385
14,2645.82,1963.6,148.96,126018,2.05849e+06,6839,462,175,12037,9000,8385
14,2132.11,1755.98,115.826,101481,878921,5502,285,122,4629,9000,8385
14,2130.62,1743.73,96.334,35444,305053,4879,234,74,1481,9000,8385
14,2213.86,1925.64,169.375,138531,5.70149e+06,6995,460,144,18671,9000,8385
14,2065.76,1432.51,106.354,88609,792575,5087,298,130,4492,9000,8385
14,1832.81,1092.24,81.785,87543.8,772048,3647,278,115,5101,9000,8385
14,2218.16,1610.44,102.965,79953.9,921221,5646,299,122,5621,9000,8385
14,2081.82,1375.66,103.323,118025,1.18554e+06,4740,321,167,5751,9000,8385
14,3385.2,2808.88,197.54,219408,1.54662e+06,9937,536,194,8437,9000,8385
14,2121.07,1238.77,79.475,48405.4,655194,4203,262,118,3945,9000,8385
14,1973.13,1403.1,111.304,86333.9,975951,4530,281,108,4499,9000,8385
14,3059.96,2112.53,179.635,61812.9,789712,7142,456,142,6010,9000,8385
14,1929.87,1297.01,80.011,63786.1,702822,4457,282,128,4382,9000,8385
14,2257.81,1765.07,105.921,66591.7,363645,6442,310,109,4322,9000,8385
14,2554.14,2323.68,154.123,68529.7,1.40473e+06,7907,404,157,7807,9000,8385
14,2653.18,1527.49,121.643,65051.6,474437,5140,376,138,5262,9000,8385
14,1925.29,1415.96,95.987,26905.6,1.07398e+06,4898,318,133,5896,9000,8385
14,2863.82,2266.69,128.169,47171,719155,7746,447,124,5775,9000,8385
14,3703.47,3727.83,298.703,326873,3.36565e+06,13057,840,378,20736,9000,8385
14,2314.02,1660.05,89.661,123994,907764,5173,318,130,6314,9000,8385
14,2246.08,1806.74,110.825,46505.8,631204,4961,278,107,4219,9000,8385
14,2190.78,1534.31,156.969,131332,1.38818e+06,5224,448,140,7544,9000,8385
14,2123.58,1696.01,102.372,69678.1,995189,5297,328,142,5431,9000,8385
14,2627.15,2008.36,137.895,56045.8,667696,6584,394,118,7230,9000,8385
14,2479.25,1822.43,91.243,92851.1,1.32747e+06,6571,287,133,7835,9000,8385
14,2171.21,1423.37,114.341,12753.1,1.07204e+06,4830,323,122,6784,9000,8385
14,2198.33,1652.81,74.066,73294,966579,5258,258,98,3659,9000,8385
14,2048.69,1345.95,77.588,74426.6,688934,4677,259,96,3168,9000,8385
14,3162.96,3285.52,272.658,252173,4.64079e+06,10117,626,207,18651,9000,8385
14,1888.87,1118.7,79.832,73806.9,545652,3773,234,125,2322,9000,8385
14,2751.92,2579.34,126.37,97249.4,1.26716e+06,8981,433,150,7693,9000,8385
14,2310.18,2131.79,94.88,58270.3,445898,5957,302,135,4815,9000,8385
14,2013.52,1254.86,95.088,122612,1.19958e+06,4476,295,129,6057,9000,8385
14,2298.12,1511.86,143.792,126496,2.43839e+06,4394,338,113,7047,9000,8385
14,2217.21,1316.51,138.092,87332.1,891677,4420,364,154,6928,9000,8385
14,2696.17,2361.9,152.074,154837,1.16532e+06,8706,514,168,8034,9000,8385
14,1824.62,1118.04,45.019,45133.1,520772,2968,175,79,2024,9000,8385
14,2190.99,1905.82,107.967,96306.9,909229,6668,344,119,5098,9000,8385
14,1613.15,815.233,46.703,16029.3,292005,2098,161,80,1970,9000,8385
14,2373.22,1751.98,142.414,26044.7,1.42055e+06,6445,440,134,12713,9000,8385
14,2597.8,2157.63,152.306,251794,1.44829e+06,7805,551,176,12247,9000,8385
14,2547.19,2342.54,198.877,157796,1.34956e+06,8089,463,187,7405,9000,8385
14,2034.05,1524.82,99.418,131554,1.59034e+06,5280,318,125,6245,9000,8385
14,2905.73,1978.63,123.252,154170,910197,6589,443,163,8481,9000,8385
14,2238.85,1696.31,132.106,109513,2.88097e+06,6121,398,134,10911,9000,8385
14,2183.62,1712,133.435,171011,2.96418e+06,5518,364,154,11259,9000,8385
14,2692.26,2224.53,156.48,134054,1.59158e+06,8230,514,148,11486,9000,8385
14,2829.86,2068.84,159.896,113927,787853,6713,448,172,5328,9000,8385
14,2480.63,2185.12,101.757,46231.8,888971,6837,366,144,6871,9000,8385
14,2079.03,1630.98,76.508,110150,544664,5802,256,129,2287,9000,8385
14,2809.47,2575.23,210.629,78237.3,1.85413e+06,8127,577,189,12534,9000,8385
14,2089.7,936.178,41.214,80324.2,471438,3131,155,86,956,9000,8385
14,2305.93,1686.77,116.038,58631.3,475489,4935,337,138,4551,9000,8385
14,2655.52,2561.76,151.33,157570,1.80685e+06,7735,485,193,12036,9000,8385
14,2285.51,1366.23,90.117,40651,682748,4719,301,117,4661,9000,8385
14,1537.6,975.867,63.386,58520.6,720680,3233,206,107,3910,9000,8385
14,1669.13,1241.06,72.755,63451,710206,3765,227,106,2851,9000,8385
14,2155.62,1328.61,131.937,108856,1.37098e+06,4700,344,147,8802,9000,8385
14,2546.51,2302.28,187.862,161882,2.74612e+06,7553,530,192,12597,9000,8385
14,1890.56,1349.74,99.417,178570,703165,4239,269,128,5339,9000,8385
14,2748.49,2339.68,197.389,216844,4.56629e+06,8769,585,226,19451,9000,8385
14,1794.85,1092.1,66.282,45763.2,1.00598e+06,3429,185,95,2918,9000,8385
14,2505.78,2322.28,129.571,100491,1.79037e+06,7561,428,148,12189,9000,8385
14,2694.53,2458.41,183.645,158795,4.68966e+06,7918,537,186,15210,9000,8385
14,2146.47,1194.62,84.668,58109.4,437624,3786,272,118,4470,9000,8385
14,2617.19,2474.69,190.113,101925,1.73451e+06,6798,455,143,8705,9000,8385
14,2533.58,2580.26,149.425,72847.1,765538,7602,367,121,4851,9000,8385
14,2175.94,1378.23,114.639,65672.2,583946,4513,297,119,3536,9000,8385
14,2318.46,2189.03,107.831,94779,730672,6468,367,122,4922,9000,8385
14,2780.45,2664.14,170.439,76164.6,1.59173e+06,9574,476,169,10281,9000,8385
14,2481.22,2192.61,133.519,77659.7,1.58278e+06,6834,397,169,7991,9000,8385
14,2059.47,1407.73,74.424,60302.2,1.13983e+06,4666,199,115,4178,9000,8385
14,2169.84,1641.26,133.198,100631,1.77874e+06,4604,400,131,11095,9000,8385
14,2302.18,1766.83,85.698,29531.2,609409,6041,307,106,4425,9000,8385
14,2681.01,2271.59,140.481,128733,1.46697e+06,7657,424,155,10305,9000,8385
14,2466.38,2077.95,155.259,218456,1.6806e+06,7476,508,189,10175,9000,8385
14,1813.08,1131.65,65.895,128868,381919,3995,255,114,2707,9000,8385
14,2202.34,1699.28,90.702,58208.2,1.26251e+06,5420,287,114,6100,9000,8385
14,2429.23,2166.18,106.202,34616,1.00023e+06,7017,342,147,9062,9000,8385
14,1831.12,1048.42,75.321,56041.8,504633,3647,190,77,2224,9000,8385
14,2446.25,2181.26,113.132,43541.4,1.66224e+06,7356,397,128,10768,9000,8385
14,2544.51,2196.39,121.5,96716.4,1.1579e+06,7765,416,176,8049,9000,8385
14,2526.43,2382.96,138.454,125044,803186,7112,425,144,7801,9000,8385
14,2083.18,1317.66,84.139,47334.9,779333,4660,289,112,4359,9000,8385
14,2526.61,1888.04,134.039,83874,1.0741e+06,6701,468,144,9845,9000,8385
14,2282.3,1598,104.325,81934.2,1.02673e+06,5911,376,122,8213,9000,8385
14,2412.26,1854.34,100.152,32947.1,754503,6288,369,110,5890,9000,8385
14,2411.84,2097.63,178.994,167912,1.41169e+06,6848,462,205,10102,9000,8385
14,2208.3,1853.69,113.691,108745,722293,5167,302,116,5278,9000,8385
14,2729.81,2591.07,198.172,157096,4.23216e+06,8490,606,239,15090,9000,8385
14,2279.3,1687.42,124.32,94552.8,1.55351e+06,6024,369,106,5426,9000,8385
14,2053.73,1366,77.265,102338,678802,4782,261,118,3907,9000,8385
14,2367.37,2100.01,100.244,33972.1,1.07458e+06,7466,333,136,5518,9000,8385
14,2565.21,1921.4,104.062,67354,1.12327e+06,6363,348,130,8334,9000,8385
14,2747.06,2107.97,127.039,80546.1,1.30587e+06,7689,443,135,8159,9000,8385
14,2120.8,1510.8,93.979,92737.5,595922,5062,256,115,2965,9000,8385
14,2437.43,1650.06,106.884,64787.6,1.09386e+06,5970,345,132,5717,9000,8385
14,2934.02,2301.84,135.165,50461.4,1.62595e+06,7690,441,134,8188,9000,8385
14,2652.86,2861.49,182.916,136563,2.046e+06,9383,491,220,9922,9000,8385
14,2270.21,1764.35,97.756,126553,1.21836e+06,6420,355,161,8798,9000,8385
14,2316.33,1804.31,153.254,97535.1,2.06801e+06,6229,411,174,11305,9000,8385
14,1916.79,1306.17,109.887,120958,697500,4473,296,112,3583,9000,8385
14,2286.87,1788.76,96.736,137557,554934,5946,314,123,3759,9000,8385
14,2602.88,1983.27,100.462,107005,642025,6608,312,133,3990,9000,8385
14,1909.03,1131.52,62.753,27862,631421,3739,222,88,2283,9000,8385
14,2332.07,1573.51,68.549,51258.5,564170,5395,229,89,3317,9000,8385
14,2087.21,1463.86,126.586,121473,1.31233e+06,4415,372,140,10389,9000,8385
14,2486.77,1980.5,108.716,55575,875003,7049,352,135,6605,9000,8385
14,2416.32,2144.25,134.133,103969,1.89159e+06,7639,463,166,9257,9000,8385
14,2371.37,1977.95,92.653,103802,906745,6302,334,134,4917,9000,8385
14,1668.51,1218.49,64.241,64974.2,235387,3683,192,84,2262,9000,8385
14,2583.17,2220.65,135.099,104260,1.54495e+06,6862,409,142,7423,9000,8385
14,2287.43,1520.43,77.579,141731,682738,5379,294,118,4027,9000,8385
14,2210.21,1653.74,121.689,179540,935673,4732,331,143,5452,9000,8385
14,2892.79,2118.81,173.564,77185.5,1.20471e+06,7656,513,193,15079,9000,8385
14,1897.01,1166.41,64.938,33129.7,398117,3218,218,103,2661,9000,8385
14,2736.25,2472.09,207.268,127464,1.87928e+06,7453,509,169,9672,9000,8385
14,2487.48,2019.37,136.954,32647.8,1.23136e+06,6926,434,172,8152,9000,8385
14,2541.24,1621.97,119.028,56955.8,823011,5464,379,143,8253,9000,8385
14,3295.24,2903.28,207.242,228295,2.29211e+06,11639,639,164,10926,9000,8385
14,1863.93,1218.38,97.176,68594.2,923076,3971,285,112,5881,9000,8385
14,2226.46,1404.92,96.166,85161,795789,4789,286,103,4627,9000,8385
14,2388.4,1773.51,148.342,52755.4,1.35449e+06,5411,364,114,5904,9000,8385
14,2476.69,2320.34,120.202,140611,1.04786e+06,8217,416,141,6535,9000,8385
14,2417.51,2026.53,79.657,80880.9,649402,5924,281,110,3826,9000,8385
14,2181.37,1307.78,61.132,31846.7,536730,4734,233,109,3245,9000,8385
14,2073.54,1682.16,104.424,63563.9,482690,4276,290,96,2825,9000,8385
14,2522.48,2111.12,125.807,147093,2.13271e+06,7596,423,165,11039,9000,8385
14,2320.88,2362.71,127.591,62235.9,1.4976e+06,7345,384,179,8999,9000,8385
14,2856.97,2486.02,174.647,53728.2,890950,8525,443,123,9721,9000,8385
14,2220.28,1317.85,103.453,106902,1.02631e+06,4042,310,109,4768,9000,8385
14,1632.13,1039.43,52.483,74397.6,645252,2946,166,80,2038,9000,8385
14,2008.65,1755.58,140.156,154675,1.80181e+06,5425,344,126,8540,9000,8385
14,2330.13,2256.99,125.433,47267.8,929729,7373,391,144,9241,9000,8385
14,2336.34,1670.59,108.016,87402.2,1.10908e+06,6306,334,136,5810,9000,8385
14,2030.47,1267.52,108.979,64830.9,1.27769e+06,3941,271,110,5266,9000,8385
14,2044.21,1356.36,76.986,29941.6,673628,4213,217,100,3106,9000,8385
14,2377.53,1690.06,156.935,153093,1.92449e+06,5581,482,196,14263,9000,8385
14,2420.44,1631.99,91.512,37543,823444,5337,334,130,6252,9000,8385
14,2262.97,1438.15,89.683,34179.5,944878,5059,309,88,4916,9000,8385
14,2375.31,1596.82,106.032,30019.2,971933,5395,346,144,8600,9000,8385
14,2651.17,2392.28,125.459,70493.2,711017,8081,429,122,6356,9000,8385
14,2277.13,1620.85,108.132,106168,1.29569e+06,5787,397,121,5992,9000,8385
14,1947.36,1412.99,82.082,82503.5,476945,4692,244,107,3141,9000,8385
14,1823.8,1175.57,62.569,55212.4,930571,3697,210,118,3089,9000,8385
14,2647.59,2128.27,112.618,79207.3,1.34635e+06,7206,395,149,7288,9000,8385
14,2481.19,2231.44,168.826,170310,1.87403e+06,7067,458,165,10537,9000,8385
14,1641.27,1394.76,66.455,90223.4,373244,3811,196,88,2249,9000,8385
14,2518.57,1664.04,98.723,60663.5,566093,5701,388,129,5183,9000,8385
14,2884.58,2502.95,190.242,116961,3.11283e+06,9759,623,175,18383,9000,8385
14,2052.07,1634.84,103.173,139490,1.03843e+06,5813,344,120,4745,9000,8385
14,2660.05,2431.81,209.52,72036.9,3.05156e+06,8882,643,157,11492,9000,8385
14,2220.38,1513.17,90.424,57931.6,1.36836e+06,5325,268,96,4788,9000,8385
14,1872.73,1222,121.297,44483.8,603645,4139,261,128,6760,9000,8385
14,2747.33,2221.16,125.851,156547,1.07182e+06,8372,468,160,8279,9000,8385
14,2232.55,1504.65,120.375,124723,1.31727e+06,5255,378,150,6962,9000,8385
14,2514.19,1988.23,148.298,92490.6,1.78377e+06,6621,395,168,9288,9000,8385
14,2449.59,2010.89,134.236,68163,1.11977e+06,5941,358,128,6506,9000,8385
14,2858.51,1574.25,111.879,80875.9,574139,5650,359,135,5062,9000,8385
14,2354.07,1811.59,154.095,76215.1,1.44778e+06,6382,406,131,6770,9000,8385
14,2427.48,1863.98,134.544,108200,1.3207e+06,6332,423,165,7661,9000,8385
14,2876.86,2885.01,187.333,114421,2.65766e+06,9210,579,201,14067,9000,8385
14,2174.13,1577.85,76.9,64646,833420,5234,245,85,3747,9000,8385
14,2019.3,1194.75,68.881,45093,505222,4322,221,106,3063,9000,8385
14,2577.09,2066,187.126,168538,3.88843e+06,7203,543,162,13818,9000,8385
14,3592.93,2889.67,155.142,203799,1.04919e+06,11224,462,163,5326,9000,8385
14,2262.15,1597.51,89.5,36964.9,741647,5139,288,116,3750,9000,8385
14,2541.32,2187.01,125.37,68082.8,1.38459e+06,7327,410,183,10626,9000,8385
14,2344.17,1378.9,92.398,48493,654847,5216,312,110,4166,9000,8385
14,2765.99,1971.73,133.209,65532.7,1.69856e+06,6846,406,122,9891,9000,8385
14,2080.52,1447.78,72.492,42829.4,673097,5148,256,90,2616,9000,8385
14,2538.41,1863.42,147.645,120551,1.41986e+06,6551,429,167,7832,9000,8385
14,2324.78,1672.56,107.206,57558.1,943428,5199,285,109,4890,9000,8385
14,2296.04,1619.2,109.865,51092,866510,4450,290,117,4658,9000,8385
14,2663.46,2098.62,139.959,54123.4,589027,7151,397,145,6862,9000,8385
14,1656.41,1005.55,52.454,83011.5,345230,3453,174,90,1988,9000,8385
14,2383.68,1923.51,109.682,50361.4,928839,6304,324,108,6367,9000,8385
14,1976.47,1385.21,67.469,75943.4,514518,4215,235,129,5031,9000,8385
14,2736.89,2368.43,118.389,57557,1.75065e+06,8660,385,122,7673,9000,8385
14,2107.93,1520.3,108.147,111186,1.90739e+06,5300,302,127,8414,9000,8385
14,2241.31,1688.08,103.7,51981.8,1.24333e+06,5459,322,143,8296,9000,8385
14,2191.3,1557.24,83.237,47963.4,781674,5185,285,122,4611,9000,8385
14,2917.38,2520.28,202.786,174259,1.98258e+06,8755,566,194,13740,9000,8385
14,2056.92,1564.73,122.044,150925,1.702e+06,5199,346,131,6155,9000,8385
14,3179.84,3008.52,180.511,123032,2.601e+06,10596,605,218,21800,9000,8385
14,2395.39,1906.96,93.38,51494,786043,6022,324,143,4118,9000,8385
14,2884.62,2565.12,216.456,215427,2.94355e+06,8094,564,225,12673,9000,8385
14,2556.58,1488.35,116.683,83080.7,1.35135e+06,5090,360,134,7872,9000,8385
14,2329.17,1830.07,119.751,133045,873606,6573,378,112,5858,9000,8385
14,2233.12,1598.39,107.941,24249.9,718391,5547,355,118,7774,9000,8385
14,2385.03,2089.3,70.145,48848.7,664884,5997,279,108,3354,9000,8385
14,2477.34,1767.87,147.479,35081.8,821711,5856,437,148,9215,9000,8385
14,2404.18,1969.61,100.91,88732,1.04487e+06,6568,293,124,4462,9000,8385
14,2731.94,2814.96,242.934,310374,2.03047e+06,9846,438,157,8641,9000,8385
14,2729.12,2290.12,218.021,118287,2.24187e+06,8565,551,191,10223,9000,8385
14,2514.01,2205.23,122.539,87525.6,1.35414e+06,6712,409,147,7974,9000,8385
14,2453.16,1756.65,106.681,109560,1.46549e+06,6630,359,158,6938,9000,8385
14,2305.42,1779.85,83.917,159721,677263,6320,290,127,4855,9000,8385
14,3113.31,1949.42,141.709,77690.5,487425,7165,426,120,4856,9000,8385
14,2335.94,2255.53,132.03,136305,2.06479e+06,7206,405,163,13194,9000,8385
14,2127.55,1445.68,96.021,81532,627217,4460,272,122,5730,9000,8385
14,2309.86,1541.63,125.612,94096,1.51313e+06,5349,387,140,10336,9000,8385
14,2357.47,1574.29,127.594,104192,1.08822e+06,5232,366,149,6887,9000,8385
14,2407.77,1714.88,130.789,81290.5,1.05412e+06,6029,428,154,8781,9000,8385
14,2277.47,1701,97.862,142554,1.41274e+06,5538,323,144,7147,9000,8385
14,2998.94,2708.5,286.272,113584,2.01349e+06,9644,643,171,11649,9000,8385
14,2900.06,2004.92,158.565,73617.9,1.28601e+06,7864,467,113,4660,9000,8385
14,1704.34,919.811,34.033,62347.8,362171,1983,131,77,2159,9000,8385
14,2346.29,1409.24,100.794,52039.7,1.02914e+06,4819,327,110,4460,9000,8385
14,1759.78,1082.22,51.034,76395.7,443537,3573,169,93,1913,9000,8385
