         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         1,   31.9061,         1,         1,         2,         1,   8157.18,        23,     5.493,        22,      1.31,        10,         4,     6.572,        10,         5,   228.624,        12,       223,         4,         2,         0,         0,         0,     5.969,        12,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       954,       684
         5,   247.655,         5,         5,        22,         5,1.01094e+06,       114,   600.591,      1209,   128.558,       217,         6,   103.784,       217,         7,   11331.9,       168,     11129,       181,        33,        65,         0,         0,   575.149,       637,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       954,       684
        10,   316.699,        11,        12,        40,        13,1.01285e+06,       118,   1343.49,      1958,   976.322,      1832,         5,   663.934,      1832,         6,   18582.6,       291,     18232,       310,        50,       109,         0,         0,   1137.82,      1261,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       954,       684
        25,    488.23,        27,        29,       159,        35,1.01307e+06,       133,    1599.5,      2973,   1925.76,      5215,         5,   1714.38,      5215,         6,   51417.6,      1003,     50221,      1006,       112,       262,         0,         0,   2497.08,      2500,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       954,       684
        50,   599.934,        55,        55,       363,        56,1.0138e+06,       158,   2069.33,      3892,   3099.15,      9115,         5,   2981.63,      9115,         6,   77820.6,      1308,     75919,      1547,       148,       621,         0,         0,   3437.18,      3327,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       954,       684
         1,   46.2709,         1,         1,         2,         1,    218935,       388,    27.192,        44,     1.349,         6,         4,     7.014,         6,         6,   117.901,         9,       115,         2,         0,         0,         0,         0,     3.347,         9,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       193,       436
         5,   102.903,         5,         5,        12,         5,1.01715e+06,      3598,   118.765,       219,    12.975,        57,         4,    14.449,        57,         5,   1783.58,        46,      1749,        30,         8,        10,         0,         0,    81.676,        94,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       193,       436
        10,   139.578,        10,        10,        30,        10,1.01188e+06,       120,   153.955,       333,    39.266,       158,         6,    32.809,       158,         5,   3502.74,        94,      3425,        69,        14,        28,         0,         0,   155.912,       184,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       193,       436
        25,   257.332,        25,        30,        98,        32,1.01283e+06,       135,   446.484,       999,   1623.79,      3706,         5,   1482.19,      3706,         6,   16214.6,       337,     15888,       319,        47,       134,         0,         0,   537.334,       682,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       193,       436
        50,   446.248,        62,        62,       241,        63,1.02371e+06,       160,   958.295,      2400,   3932.45,      9739,        16,   3705.46,      9739,         5,   53253.5,      1035,     51950,      1087,       122,       459,         0,         0,   1549.66,      1742,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       193,       436
         1,   70.6201,         1,         1,         3,         1,     95075,       117,     7.859,        35,     3.298,        10,         4,     7.489,        10,         6,   428.292,        14,       420,         6,         2,         0,         0,         0,     7.355,        12,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       400,       697
         5,   146.578,         7,         7,        11,         7,1.00679e+06,       724,    69.685,       205,    53.466,       195,         7,    36.995,       195,         5,   2425.39,        53,      2388,        34,        12,         6,         0,         0,    61.704,        70,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       400,       697
        10,    184.48,        14,        14,        23,        14,1.01283e+06,      4248,   136.828,       378,    83.487,       380,         6,    64.725,       380,         6,   6062.17,       109,      5975,        83,        19,        22,         0,         0,   109.177,       158,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       400,       697
        25,   279.128,        24,        25,       104,        29,1.01752e+06,     13586,   382.768,       880,   451.052,      1512,         6,   394.157,      1512,         6,   23620.4,       365,     23295,       329,        48,       116,         0,         0,    507.57,       588,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       400,       697
        50,   391.908,        29,        50,       256,        51,1.05666e+06,       166,   1018.73,      1660,    744.97,      2800,         7,   618.546,      2800,         6,   49571.7,       761,     48481,       789,        94,       334,         0,         0,   1340.56,      1189,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       400,       697
         1,   40.3113,         1,         1,         2,         1,   41654.5,        32,     9.658,        30,     1.565,         8,         4,     6.611,         8,         6,   151.996,        10,       148,         3,         1,         0,         0,         0,     3.519,        10,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       344,       639
         5,   161.824,        11,        11,        18,        11,1.03561e+06,      3174,   103.053,       236,   239.288,       819,         6,   195.353,       819,         5,   3932.67,        88,      3864,        65,        11,        11,         0,         0,    90.913,       107,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       344,       639
        10,   224.118,        18,        18,        38,        18,1.0088e+06,      6816,   239.613,       516,   327.526,      1122,         6,   281.898,      1122,         6,   7725.94,       155,      7585,       132,        19,        40,         0,         0,   195.317,       270,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       344,       639
        25,   273.271,        32,        32,       130,        32,1.01384e+06,       139,   423.211,       921,   424.495,      1769,         6,   567.861,      1769,         5,     18123,       309,     17796,       277,        43,       104,         0,         0,   492.564,       555,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       344,       639
        50,   394.377,        54,        54,       327,        56,1.01991e+06,       163,   1026.42,      1998,   1035.79,      3692,         7,   942.453,      3692,         5,   44240.1,       825,     43248,       843,       106,       353,         0,         0,   1303.18,      1400,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       344,       639
         1,    33.541,         1,         1,         2,         1,1.00017e+06,      2178,     9.703,        27,     0.932,         5,         3,     6.813,         5,         6,    48.089,         7,        45,         2,         0,         0,         0,         0,     3.236,         7,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       380,       175
         5,   121.605,         5,         5,        25,         6,1.00881e+06,     10168,    79.038,       201,    66.357,       136,         4,    41.196,       136,         5,   2519.62,        84,      2454,        59,         3,        15,         0,         0,    63.492,       100,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       380,       175
        10,   150.387,        11,        11,        40,        11,1.00771e+06,     12509,    97.314,       247,    68.393,       205,         4,    47.415,       205,         5,   4717.83,       112,      4606,        89,        10,        34,         0,         0,   160.039,       166,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       380,       175
        25,   269.906,        26,        27,       123,        29,1.01633e+06,       136,    345.23,       870,   268.415,       929,         7,   224.302,       929,         5,   15440.2,       289,     15163,       281,        33,       135,         0,         0,   452.208,       561,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       380,       175
        50,   404.599,        56,        56,       303,        57,1.02081e+06,       161,    900.35,      2010,   4171.49,      7826,         8,   3421.86,      7826,         6,   42284.3,       706,     41523,       758,        76,       398,         0,         0,   1254.12,      1480,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       380,       175
         1,   16.1245,         1,         1,         2,         1,   30512.7,        61,     5.821,        26,     1.016,         5,         2,     6.382,         5,         5,    40.956,        13,        37,         2,         0,         0,         0,         0,     3.494,        13,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        31,       216
         5,   83.4865,         5,         5,        10,         5,    239084,       152,    34.944,        96,     4.313,        28,         4,    10.191,        28,         7,   722.464,        22,       705,        19,         0,        12,         0,         0,    52.704,        75,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        31,       216
        10,   124.019,        10,        10,        23,        10,1.00314e+06,      2008,    56.947,       130,    15.586,        80,         5,    16.398,        80,         5,    1894.6,        45,      1854,        43,         4,        27,         0,         0,    87.481,        97,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        31,       216
        25,   319.228,        26,        26,        76,        26,1.11437e+06,       161,   389.476,       762,   187.713,       616,         5,   141.568,       616,         6,   11305.2,       271,     11026,       298,        34,       126,         0,         0,   430.804,       554,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        31,       216
        50,   601.298,        60,        60,       205,        60,1.11939e+06,       189,   1117.57,      2190,   5637.61,     12676,         6,   5441.22,     12676,         5,   60877.2,      1201,     59220,      1260,       105,       507,         0,         0,   1691.07,      1751,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        31,       216
         1,   47.0106,         1,         1,         2,         1,1.00318e+06,      1964,    12.417,        30,     2.873,        10,         5,     7.238,        10,         6,    255.27,        14,       249,         5,         3,         0,         0,         0,     6.645,        11,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       704,       547
         5,   146.887,         7,         7,        17,         7,1.01126e+06,      2460,   108.849,       228,    81.459,       207,         7,    56.016,       207,         8,   4440.73,        78,      4359,        64,        10,        16,         0,         0,   123.945,        93,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       704,       547
        10,   204.256,         3,        11,        50,        12,1.00499e+06,      4432,   245.671,       352,   127.761,       385,         5,     90.99,       385,         6,   8928.19,       143,      8766,       131,        15,        45,         0,         0,   196.562,       224,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       704,       547
        25,   287.596,        16,        29,       146,        32,1.00828e+06,      7141,   393.484,       770,   460.086,      1350,         7,   449.922,      1350,         8,   21407.7,       312,     21012,       316,        42,       143,         0,         0,   519.189,       541,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       704,       547
        50,   426.634,        45,        54,       291,        61,1.01209e+06,       160,   1409.66,      2480,    1358.9,      4148,         7,   1152.36,      4148,         6,   46928.1,       791,     45924,       870,       105,       409,         0,         0,    1450.6,      1475,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       704,       547
         1,   47.2969,         1,         1,         2,         1,    357295,       432,    13.507,        44,     0.027,         1,         4,     7.067,         1,         6,     0.387,         6,         0,         0,         0,         0,         0,         0,     0.373,         6,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        25,       114
         5,   115.879,         5,         5,        10,         5,    833047,      2469,    59.578,       176,     17.57,       151,         3,    19.064,       151,         6,    1823.2,        61,      1788,        41,        18,        21,         0,         0,    82.121,       118,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        25,       114
        10,   164.892,         8,        10,        22,        10,1.00777e+06,      6039,   112.204,       260,    46.781,       375,         3,    42.617,       375,         6,   4329.63,       110,      4231,       123,        27,        70,         0,         0,    114.96,       184,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        25,       114
        25,   388.725,        24,        27,        70,        27,1.03064e+06,       147,   419.124,       882,    315.31,      1666,         5,   270.847,      1666,         6,   17199.1,       315,     16854,       406,        59,       238,         0,         0,    451.62,       615,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        25,       114
        50,   658.218,        57,        59,       223,        61,1.04196e+06,       172,   998.581,      2269,   7775.21,     17180,         7,   7512.93,     17180,         6,   75480.4,      1290,     73881,      1489,       151,       714,         0,         0,   1699.25,      1755,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,        25,       114
         1,   127.384,         1,         1,         4,         1,1.00313e+06,      1576,    84.632,       149,    11.034,        21,         5,     10.23,        21,         5,   908.673,        24,       891,        14,         4,         0,         0,         0,    21.227,        24,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       246,       881
         5,   188.796,         5,         5,        18,         5,1.04005e+06,       115,   193.658,       321,     28.41,        97,         4,      24.9,        97,         6,    2816.2,        53,      2765,        51,        12,        23,         0,         0,   117.391,       137,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       246,       881
        10,   261.436,         9,        10,        38,        12,1.01151e+06,       119,   300.506,       590,     91.86,       308,         6,    69.456,       308,         5,    7763.8,       134,      7611,       126,        26,        56,         0,         0,   318.653,       326,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       246,       881
        25,   411.426,        29,        29,        93,        29,1.01198e+06,       133,   621.353,      1358,   490.172,      1565,         6,   399.634,      1565,         5,   22166.7,       359,     21784,       374,        53,       164,         0,         0,   826.223,      1001,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       246,       881
        50,   525.753,        49,        50,       252,        51,1.01634e+06,       158,   1052.58,      2128,   1154.16,      3663,         7,   1052.64,      3663,         6,   51442.7,       839,     50388,       929,       113,       441,         0,         0,   1732.24,      1695,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       246,       881
         1,   32.0156,         1,         1,         2,         1,   14132.8,        70,     2.406,         7,     1.315,         5,         6,     7.195,         5,         6,   104.428,         7,       101,         2,         0,         0,         0,         0,     4.149,         7,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       999,       420
         5,    273.91,         6,         7,        17,         9,1.01184e+06,      8313,   178.272,       222,   162.304,       314,         7,    93.406,       314,         7,   4320.64,        69,      4242,        61,        12,        19,         0,         0,   100.534,       101,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       999,       420
        10,   329.397,         3,        14,        40,        16,1.01121e+06,      8467,   285.145,       443,   195.052,       583,         4,   145.594,       583,         6,   9215.03,       147,      9061,       137,        28,        44,         0,         0,   265.688,       245,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       999,       420
        25,   473.904,        30,        30,       137,        32,1.01698e+06,       135,   1170.18,      1945,    709.16,      1837,         5,   574.947,      1837,         6,   28009.9,       484,     27407,       546,        66,       217,         0,         0,   1237.29,      1153,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       999,       420
        50,   613.031,        43,        50,       293,        53,1.02214e+06,       160,   2478.31,      4190,   1891.08,      4322,        21,   1720.87,      4322,         8,   55208.7,       896,     53771,      1056,       108,       487,         0,         0,   3587.43,      2954,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       999,       420
         1,         6,         1,         1,         2,         1,   70857.5,       133,     0.694,         6,     0.031,         1,         3,     6.948,         1,         6,     0.358,         6,         0,         0,         0,         0,         0,         0,      0.31,         6,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       296,        48
         5,    156.16,         5,         5,        11,         5,1.00174e+06,     37308,    93.129,       208,    19.245,        63,         3,    14.941,        63,         6,   1217.16,        48,      1181,        34,        13,        13,         0,         0,    68.667,        89,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       296,        48
        10,   212.198,        13,        13,        26,        13,1.00603e+06,      7021,   169.212,       424,   137.594,       361,         3,    93.576,       361,         6,   4750.18,       117,      4631,       105,        23,        41,         0,         0,   242.108,       243,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       296,        48
        25,   315.002,        26,        26,        87,        26,1.02644e+06,       141,   327.205,       883,   304.732,       818,         8,   230.221,       818,         7,   13719.6,       413,     13239,       346,        43,       135,         0,         0,   516.679,       684,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       296,        48
        50,   484.063,        50,        50,       222,        51,1.02283e+06,       165,   1026.83,      1915,   1496.89,      3709,         7,   1264.27,      3709,         6,   46160.4,       715,     45185,       809,        76,       422,         0,         0,   1359.51,      1473,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       296,        48
         1,   20.1246,         1,         1,         2,         1,   47422.1,        55,     0.954,         9,     0.028,         1,         4,      6.15,         1,         6,     0.382,         7,         0,         0,         0,         0,         0,         0,     0.246,         7,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       756,       510
         5,   173.353,         7,         7,        20,         7,1.00906e+06,        28,   112.931,       242,    79.092,       216,         5,     57.32,       216,         6,   3870.24,        75,      3791,        62,         8,        12,         0,         0,     104.4,       120,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       756,       510
        10,   223.403,        14,        14,        40,        14,1.00972e+06,      5296,   205.956,       447,    143.85,       466,         4,   131.389,       466,         5,   8209.71,       150,      8051,       130,        22,        37,         0,         0,    235.82,       270,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       756,       510
        25,   301.652,        21,        27,       113,        28,1.02131e+06,       143,   458.889,       861,    280.63,      1063,         7,   283.505,      1063,         6,   20536.9,       376,     20162,       362,        52,       134,         0,         0,   438.772,       563,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       756,       510
        50,   412.158,        53,        53,       273,        55,1.03502e+06,       165,   1224.63,      2409,   856.788,      2779,         7,   759.637,      2779,         6,   36585.8,       645,     35881,       726,        86,       363,         0,         0,   1294.33,      1457,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       756,       510
         1,   87.1321,         1,         1,         2,         1,    612165,       512,    25.157,        48,     1.031,         6,         4,     6.462,         6,         6,   150.805,         8,       146,         2,         0,         0,         0,         0,      2.78,         8,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       278,       748
         5,   175.328,         5,         5,        15,         5,1.00545e+06,      3861,    97.999,       211,    15.554,        79,         3,    15.797,        79,         5,   3068.28,        65,      3019,        52,        16,        17,         0,         0,    92.748,       123,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       278,       748
        10,   253.635,        14,        14,        28,        15,1.03675e+06,        55,   258.358,       591,     183.1,       648,         6,   149.583,       648,         6,   6968.92,       131,      6842,       120,        27,        43,         0,         0,   176.045,       232,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       278,       748
        25,    320.79,        32,        33,        72,        34,1.04649e+06,       144,    554.07,      1191,   506.554,      1838,         7,   454.049,      1838,         6,   20061.2,       331,     19685,       321,        66,       131,         0,         0,   665.029,       705,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       278,       748
        50,   432.245,        52,        52,       206,        53,1.02988e+06,       167,   1150.11,      1902,   896.514,      3257,         6,   782.143,      3257,         6,   49312.3,       801,     48166,       856,       115,       388,         0,         0,   1697.06,      1506,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       278,       748
         1,   91.7852,         1,         1,         3,         1,    278033,       576,    34.443,        50,     9.899,        25,         4,    11.099,        25,         6,   1098.44,        29,      1080,        18,         4,         0,         0,         0,     12.48,        19,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       884,       503
         5,   140.584,         4,         5,        14,         5,1.00236e+06,      2456,     57.65,       116,    17.567,        68,         4,    16.083,        68,         5,   2165.85,        45,      2128,        34,         8,        10,         0,         0,    53.245,        68,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       884,       503
        10,   277.867,         8,        13,        45,        14,1.00797e+06,       119,   453.603,       550,   301.374,       776,         4,   225.244,       776,         5,   11696.9,       204,     11465,       198,        23,        46,         0,         0,   368.839,       324,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       884,       503
        25,   371.467,        28,        28,       132,        31,1.0144e+06,       134,   742.309,      1447,   1261.21,      1770,        15,   975.924,      1770,        10,   24041.5,       456,     23481,       470,        54,       155,         0,         0,   946.707,       905,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       884,       503
        50,   505.101,        50,        54,       276,        54,1.01481e+06,       159,   3377.19,      3823,   1554.62,      4049,         8,   1266.84,      4049,         7,   54927.9,       833,     53434,       964,        89,       433,         0,         0,   2730.94,      2623,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       884,       503
         1,   74.1485,         1,         1,         2,         1,1.00047e+06,       103,    20.181,        37,     2.952,         8,         5,     6.722,         8,         5,   189.246,        10,       185,         3,         1,         0,         0,         0,     4.957,        10,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       787,        90
         5,   140.769,         5,         5,        11,         5,1.00936e+06,        18,   142.533,       265,    16.494,        79,         4,    18.998,        79,         7,   2496.05,        59,      2447,        45,        12,        16,         0,         0,    67.994,        99,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       787,        90
        10,   214.098,        10,        11,        28,        11,1.01681e+06,       125,   339.833,       634,    55.362,       257,         4,     50.11,       257,         6,   7084.53,       132,      6957,       122,        25,        47,         0,         0,   269.064,       307,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       787,        90
        25,   426.539,        27,        27,       110,        27,1.02717e+06,       138,   675.164,      1357,    618.96,      1746,         8,   555.736,      1746,         6,   32943.5,       623,     32279,       654,        66,       253,         0,         0,   981.961,      1065,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       787,        90
        50,   608.926,        54,        55,       278,        57,1.02131e+06,       163,   1225.16,      2349,   2964.04,      7222,         9,   2549.71,      7222,         5,   82246.9,      1349,     80530,      1415,       121,       576,         0,         0,   2118.47,      1828,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       787,        90
         1,   17.2627,         1,         1,         2,         1,    229820,       296,     4.325,        19,      1.87,         8,         4,     6.503,         8,         5,   242.911,        11,       237,         4,         2,         0,         0,         0,     4.939,         9,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       812,       574
         5,   198.029,         7,         7,        12,         7,1.00971e+06,        37,   175.691,       300,   157.603,       371,         4,   116.015,       371,         5,   6252.84,       120,      6140,       104,        20,        20,         0,         0,   132.629,       159,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       812,       574
        10,   258.266,        14,        14,        41,        14,1.02024e+06,       126,   347.086,       637,   234.262,       670,         5,   181.751,       670,         6,   11307.8,       206,     11094,       193,        28,        52,         0,         0,   312.052,       354,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       812,       574
        25,   341.777,        22,        29,       153,        30,1.02204e+06,       140,   829.216,      1456,   613.136,      1918,         5,   514.337,      1918,         6,   21285.6,       387,     20863,       378,        53,       138,         0,         0,   798.889,       778,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       812,       574
        50,   454.611,        55,        55,       362,        56,1.02626e+06,       163,   2138.94,      3698,    1324.3,      4335,         6,   1325.47,      4335,         5,   43356.3,       800,     42459,       910,       102,       402,         0,         0,   2465.19,      2578,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       812,       574
         1,   45.0999,         1,         1,         2,         1,    433936,       431,    11.294,        23,     2.462,         7,         4,     7.565,         7,         6,   119.594,        11,       115,         3,         1,         0,         0,         0,     8.521,        11,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       111,       454
         5,   134.807,         5,         5,        10,         5,1.01095e+06,      1393,    123.15,       206,    14.264,        56,         5,    16.094,        56,         6,   1176.32,        31,      1153,        20,         7,         9,         0,         0,    53.196,        59,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       111,       454
        10,   202.062,        12,        12,        23,        12,1.02536e+06,      9070,   229.566,       423,    69.053,       261,         4,    57.881,       261,         5,   5470.04,       107,      5370,       100,        19,        43,         0,         0,   196.935,       235,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       111,       454
        25,   290.002,        28,        28,        81,        28, 1.053e+06,       152,   380.878,       924,   559.902,      1174,         5,   413.756,      1174,         5,   14675.1,       312,     14361,       290,        51,       114,         0,         0,   526.106,       622,   21481.8,     23585,     16044,     20355,     10425,         0,         0,       106,        79,     10590,       111,       454
