         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices
         5,   44361.7,         5,         5,       162,1.01982e+06,        16,   97789.5,    138582,   9020.72,     23322,    213480,     17881,    192903,     18699,      1938,      3280,         0,         0,   67087.5,     63963,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   46633.3,         5,         5,       119,1.02481e+06,        16,    144042,    185697,   4766.12,     12587,    114728,     10756,    103416,     10602,      1258,      1427,         0,         0,   80372.2,     75124,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     30068,         5,         5,        57,1.01459e+06,        16,   54344.1,     91114,    1181.4,      3805,   46034.4,      3411,     42221,      4085,       434,      1262,         0,         0,   36463.2,     38045,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   38690.7,         5,         5,        98,1.0283e+06,        16,    138804,    186995,    5972.7,     16454,    111145,      9462,    100679,      9717,      1071,      1661,         0,         0,   64368.7,     62866,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   48378.8,         5,         5,       166,1.02103e+06,        16,    107981,    153539,   15736.9,     39374,    226759,     19406,    205389,     19958,      2035,      3146,         0,         0,   87098.6,     80667,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   23638.4,         5,         5,        66,1.01092e+06,        16,     31911,     59396,   1622.64,      5073,   56197.7,      4629,     51500,      4913,       556,      1031,         0,         0,   19452.9,     22418,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   42955.4,         5,         5,       144,1.01733e+06,        16,   76670.6,    119935,   9137.15,     25043,    204232,     18033,    184077,     18278,      1946,      2831,         0,         0,   76432.9,     69516,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     52946,         5,         5,       161,1.02625e+06,        16,    159762,    209035,   16637.3,     42027,    220094,     18096,    199468,     19385,      1952,      3765,         0,         0,    110784,     97879,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   51518.5,         5,         5,       223,1.03055e+06,        16,    162162,    212001,   12383.1,     31413,    345595,     25709,    315578,     27395,      2938,      5425,         0,         0,   99335.2,     87508,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   41118.2,         5,         5,       172,1.01884e+06,        16,   88800.2,    132652,   7354.04,     20035,    174807,     14246,    159308,     15197,      1466,      2880,         0,         0,   75309.2,     68872,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   58331.6,         5,         5,       213, 1.029e+06,        16,    165288,    215967,     13935,     36295,    279009,     22181,    252132,     24194,      2379,      5036,         0,         0,    138322,    112660,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   35808.1,         6,         6,       116,1.01817e+06,        16,   80928.8,    119453,   5639.09,     16045,    135016,     11711,    122382,     12072,      1367,      2136,         0,         0,   53832.5,     51899,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   39068.2,         5,         5,       129,1.01393e+06,        16,   69675.7,    111129,   3744.21,     10308,   84363.5,      7919,     76305,      7926,       871,      1156,         0,         0,   53940.2,     53160,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   24660.6,         5,         5,        92,1.01106e+06,        16,   33747.2,     61781,   1241.02,      4239,     47123,      3886,     43086,      4201,       465,       922,         0,         0,     23699,     26387,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   22785.6,         5,         5,        70,1.0109e+06,        16,   27287.6,     53854,   1751.41,      4708,   50197.2,      4309,     45788,      4430,       535,       812,         0,         0,   19432.1,     21918,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     40655,         5,         5,        96,1.01808e+06,        16,   82876.8,    122982,   3337.89,      9659,   97991.5,      8522,     88864,      9049,      1003,      1829,         0,         0,   62030.3,     57670,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   29307.3,         5,         5,        67,1.0184e+06,        16,   60438.7,    100294,   2155.09,      6593,   68776.8,      5529,     62885,      5993,       661,      1325,         0,         0,   35443.5,     37170,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   34912.5,         5,         5,       106,1.01772e+06,        16,   75509.1,    113888,   6196.23,     17584,    139185,     11943,    126463,     12139,      1369,      1979,         0,         0,   52364.3,     51179,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   26535.8,         4,         5,        65,1.01464e+06,        16,   45423.2,     77860,   3493.91,      9557,   74000.5,      6929,     67041,      6566,       880,       742,         0,         0,   24280.2,     26791,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   49667.6,         5,         5,       197,1.02777e+06,        16,    150399,    197348,   9575.35,     25153,    213927,     17059,    194507,     18392,      1874,      3734,         0,         0,    111126,     94054,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   38975.4,         5,         5,       162,1.02423e+06,        16,    128483,    169054,   5372.93,     15189,    138430,     11312,    126170,     12025,      1307,      2381,         0,         0,   67854.6,     63347,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   30986.4,         5,         5,       121,1.01758e+06,        16,   69036.2,    108643,   3232.72,      9463,   98537.2,      8202,     90063,      8458,       980,      1499,         0,         0,     42145,     42472,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   70609.1,         5,         5,       260,1.02896e+06,        16,    210785,    251508,     39933,     87916,    425774,     33503,    384924,     36655,      3447,      7493,         0,         0,    180826,    134970,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   56047.1,         5,         5,       228,1.02877e+06,        16,    162765,    209311,   13654.8,     35301,    287789,     22615,    262238,     24382,      2445,      4871,         0,         0,    136440,    109608,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   33659.3,         5,         5,       153,1.01379e+06,        16,     56851,     93928,    4865.2,     14140,    143326,     12163,    130279,     12153,      1395,      1803,         0,         0,   32739.3,     32609,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   28879.8,         5,         5,       132,1.01249e+06,        16,   49686.5,     83954,    3748.1,     10916,    118548,      9826,    108078,     10091,      1124,      1731,         0,         0,   30690.9,     31669,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   41780.8,         5,         5,       140,1.02812e+06,        16,    143673,    186847,   5190.36,     14093,    148411,     11998,    135240,     12811,      1368,      2562,         0,         0,   83774.6,     74175,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     36858,         5,         5,       109,1.02173e+06,        16,    116611,    167648,    4211.2,     11273,    106695,      9942,     96224,      9849,      1131,      1403,         0,         0,   57836.9,     56755,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   48116.3,         5,         5,       146,1.0237e+06,        17,    120021,    165944,   10122.7,     25317,    233151,     19603,    210098,     20512,      2038,      3531,         0,         0,   81425.1,     74152,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   52489.7,         6,         6,       188,1.03382e+06,        16,    202483,    243309,   18352.7,     44362,    357664,     31649,    321933,     31481,      3454,      4269,         0,         0,    113164,     93705,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     38337,         5,         5,       120,1.02065e+06,        16,   98963.9,    142394,   4585.67,     12973,    125929,     11000,    113092,     11291,      1190,      1825,         0,         0,   77462.7,     64426,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   32706.1,         5,         5,        60,1.01511e+06,        16,     66577,    103857,   1646.99,      5098,   56008.6,      4528,     51040,      5118,       564,      1348,         0,         0,   44632.7,     43067,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   27722.8,         5,         5,       105,1.01659e+06,        16,   50384.9,     86136,   2309.33,      6822,   75675.6,      5726,     69659,      6126,       677,      1259,         0,         0,   30717.3,     30931,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   45136.4,         4,         5,       118,1.0175e+06,        16,   82900.6,    122960,     10151,     26416,    194037,     16789,    175510,     16959,      1866,      2578,         0,         0,   70017.7,     63809,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   27827.4,         5,         5,        94,1.01101e+06,        16,   32004.4,     58706,   1761.48,      5576,   61556.8,      4995,     56382,      5335,       604,      1148,         0,         0,   24594.2,     25806,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   28574.6,         5,         5,       103,1.01506e+06,        16,   58690.8,     91255,   2308.99,      6630,   73526.2,      5991,     67180,      6300,       726,      1249,         0,         0,   33972.8,     32629,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   55703.2,         6,         6,       148,1.02982e+06,        16,    203473,    237392,   16311.9,     40139,    288914,     25012,    258773,     25775,      2585,      4089,         0,         0,    136193,    110855,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   41202.8,         5,         5,       184,1.01473e+06,        16,   64702.4,    102005,   8027.56,     22443,    224897,     17900,    205250,     18395,      2006,      3068,         0,         0,   39385.8,     39668,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   32978.8,         5,         5,       146,1.01439e+06,        16,   51832.3,     87562,   4934.54,     13822,    138789,     11876,    126606,     11636,      1349,      1501,         0,         0,     25524,     26541,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   57952.6,         5,         5,       218,1.03664e+06,        16,    249955,    278627,   25419.9,     60935,    334689,     26697,    303011,     28882,      2866,      5840,         0,         0,    155614,    120026,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   41078.4,         5,         5,       139,1.01576e+06,        16,   65762.8,    103809,   5391.73,     15078,    158564,     12435,    145209,     13483,      1460,      2922,         0,         0,     63825,     58036,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   43462.8,         5,         5,       165,1.01497e+06,        16,   76791.6,    115113,   7803.82,     20464,    205607,     17247,    185499,     17053,      1782,      2208,         0,         0,   61114.1,     56178,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   70843.4,         5,         5,       312,1.0291e+06,        16,    199945,    248510,   28608.2,     66838,    456866,     35464,    413215,     39117,      3605,      8206,         0,         0,    193214,    137065,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   53324.1,         5,         5,       171,1.01527e+06,        16,   79026.9,    120567,   13278.5,     31987,    310134,     24065,    283383,     25555,      2571,      4802,         0,         0,     74746,     66620,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   48064.4,         5,         5,       145,1.02099e+06,        16,   93791.1,    137366,   7471.97,     18260,    169570,     14843,    152592,     15220,      1575,      2442,         0,         0,   75135.3,     68596,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   36813.8,         5,         5,       183,1.02408e+06,        16,    112750,    157149,   6179.73,     16096,    149820,     11479,    137145,     12591,      1348,      2821,         0,         0,   53389.6,     51655,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   57099.9,         5,         5,       155,1.01664e+06,        16,   96932.6,    140349,   10334.3,     27761,    261689,     19432,    239453,     21996,      2017,      5220,         0,         0,    107301,     87711,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   38168.6,         5,         5,       118,1.01942e+06,        16,    100424,    142263,   4046.61,     10603,    105597,      9356,     95564,      9621,      1021,      1603,         0,         0,   67171.5,     61526,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   65527.8,         5,         5,       265,1.02997e+06,        16,    179015,    231184,   23056.7,     55933,    449545,     32992,    409567,     36445,      3673,      8047,         0,         0,    185811,    127795,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   76101.9,         5,         5,       347,1.0339e+06,        16,    211985,    259950,   34787.3,     78464,    529308,     40428,    478343,     44665,      4091,      9404,         0,         0,    199618,    143242,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   24942.1,         5,         5,        78,1.01155e+06,        16,   32014.1,     59559,   1299.34,      4003,   43250.2,      3801,     39442,      4070,       428,       827,         0,         0,   24680.1,     26870,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   46137.3,         5,         5,       147,1.0239e+06,        16,    112100,    161369,   9222.13,     22922,    209515,     18028,    188750,     18735,      1884,      3128,         0,         0,   80454.5,     72376,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   26410.2,         5,         5,        82,1.01335e+06,        16,   44328.9,     76632,   1720.58,      5167,   52896.2,      4648,     48056,      4769,       566,       860,         0,         0,   27527.1,     29967,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   83032.1,         5,         5,       347,1.03973e+06,        16,    239983,    280608,   39299.4,     87017,    685981,     52993,    619164,     57280,      5547,     11241,         0,         0,    242808,    164619,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   57358.3,         5,         5,       174,1.03299e+06,        16,    171690,    219255,   21102.9,     51255,    261019,     22661,    234938,     23641,      2421,      4060,         0,         0,    124539,    106443,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   40568.3,         5,         5,       153,1.01655e+06,        16,   64662.7,    102106,   6648.43,     19008,    201916,     15462,    185620,     16378,      1807,      3208,         0,         0,   56539.9,     52541,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   55591.6,         5,         5,       250,1.0285e+06,        16,    155875,    210375,   20787.2,     48898,    415187,     30331,    378488,     32364,      3231,      6086,         0,         0,    140845,    101266,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   36759.4,         5,         5,       121,1.01484e+06,        16,   56795.2,     93167,   3472.76,     10458,    103147,      8071,     94233,      9069,       885,      2176,         0,         0,   40508.3,     41465,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     39362,         5,         5,       187,1.02371e+06,        16,    120053,    165883,   4874.67,     15060,    144385,     11004,    132169,     12212,      1289,      2892,         0,         0,   65330.4,     59834,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   51891.1,         6,         6,       148,1.02921e+06,        16,    186539,    226581,     13454,     32172,    226205,     19933,    203400,     20340,      2135,      3151,         0,         0,    118673,    102772,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   51749.2,         5,         5,       163,1.02887e+06,        16,    176151,    220122,   9072.91,     24152,    236435,     18126,    215684,     20034,      2030,      4508,         0,         0,    128308,    102141,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   68134.4,         5,         5,       308,1.03114e+06,        16,    199352,    251985,   22509.4,     54062,    454365,     35291,    411856,     38749,      3837,      8283,         0,         0,    199870,    144387,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   53431.4,         5,         5,       144,1.01643e+06,        16,   88235.3,    135275,   8616.49,     23475,    207202,     16060,    189254,     18028,      1724,      4203,         0,         0,    102284,     84527,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   32680.9,         5,         5,       111,1.01293e+06,        16,   41564.5,     73327,   2777.53,      8609,   85730.5,      7038,     77840,      7540,       795,      1573,         0,         0,   30340.2,     32239,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   46475.9,         5,         5,       111,1.01974e+06,        16,   86299.3,    132279,   6918.39,     18030,    171937,     15710,    155204,     15991,      1720,      2487,         0,         0,   71275.8,     66003,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   45003.8,         5,         5,       188,1.02686e+06,        16,    144156,    190718,   7429.28,     19962,    207544,     16843,    189720,     17395,      1973,      3055,         0,         0,     84483,     74947,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   42686.8,         5,         5,       161,1.01932e+06,        16,   93701.8,    136629,   8235.54,     21431,    196143,     16384,    177582,     17215,      1776,      3097,         0,         0,   67100.8,     63559,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   29727.5,         5,         5,        91,1.01758e+06,        16,   60797.6,    100637,    4829.7,     13812,   91860.9,      8571,     82873,      8406,      1046,      1197,         0,         0,   34266.4,     36306,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     52159,         5,         5,       120,1.02668e+06,        16,    143881,    192781,   12607.8,     31115,    155792,     13371,    140775,     13846,      1573,      2462,         0,         0,   81711.7,     76726,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   32012.4,         5,         5,        86,1.01414e+06,        16,   48948.1,     84944,   1608.74,      4950,   46335.2,      4186,     42093,      4082,       518,       548,         0,         0,   41917.4,     41942,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   43136.6,         5,         5,        91,1.02737e+06,        16,    128296,    176249,   4055.22,     10170,   92599.4,      9026,     83341,      8682,      1108,      1025,         0,         0,   72408.4,     68895,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     29919,         5,         5,        87,1.01641e+06,        16,   62043.2,    101463,   2267.52,      6670,   66975.2,      6216,     60617,      6285,       735,      1024,         0,         0,   37344.6,     39339,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   65457.1,         5,         5,       291,1.04067e+06,        16,    182179,    234910,     22442,     55282,    497682,     36889,    453827,     39971,      4063,      8190,         0,         0,    189556,    132444,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   57700.7,         5,         5,       236,1.02711e+06,        16,    156316,    210548,   15439.9,     39808,    349274,     24902,    319165,     27982,      2849,      6654,         0,         0,    158774,    114230,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   28946.5,         5,         5,        66,1.01535e+06,        16,   57468.5,     97029,   2203.62,      6585,     62126,      5664,     56376,      5723,       691,       945,         0,         0,   32480.2,     34021,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   66041.2,         5,         5,       241,1.02969e+06,        16,    198805,    253678,   17750.7,     44573,    387322,     30175,    350293,     33149,      3226,      7108,         0,         0,    180525,    137656,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   30527.9,         5,         5,       110,1.0157e+06,        16,   62499.5,    106619,    3005.8,      8607,   83662.6,      7908,     75734,      7812,       950,      1115,         0,         0,   41027.9,     42556,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   69040.2,         5,         5,       281,1.03383e+06,        16,    205508,    255124,   25221.8,     60835,    584993,     43266,    533094,     46738,      4620,      9291,         0,         0,    182899,    135818,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   41456.6,         5,         5,       172,1.02047e+06,        16,   89144.5,    134801,   8161.34,     19767,    169128,     14030,    153933,     14870,      1444,      2742,         0,         0,   72802.3,     69929,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,     45155,         5,         5,       153,1.02836e+06,        16,    152926,    190455,   6780.23,     18195,    153997,     13239,    139310,     13871,      1469,      2518,         0,         0,     87666,     80688,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   69850.8,         5,         5,       273,1.03007e+06,        16,    187835,    239852,   25138.4,     59281,    472439,     33299,    425135,     37096,      3629,      8343,         0,         0,    187224,    132359,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   23213.9,         5,         5,        65,1.01165e+06,        16,   29665.9,     56647,   1401.16,      3813,   43269.6,      3610,     39570,      3794,       462,       782,         0,         0,   20151.1,     22441,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   38460.6,         5,         5,       118,1.01919e+06,        16,   97454.4,    143586,   4823.84,     13177,    129862,     11148,    117583,     11420,      1197,      1820,         0,         0,     68130,     64957,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   59700.8,         5,         5,       251,1.03536e+06,        16,    214602,    262644,   23057.5,     51466,    494158,     42308,    443115,     42467,      4502,      5848,         0,         0,    131909,    109255,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   59620.4,         5,         5,       183,1.0299e+06,        16,    195614,    243327,   22398.8,     54495,    301164,     23248,    273652,     25498,      2537,      5520,         0,         0,    152764,    120912,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   45656.3,         5,         5,       156,1.02243e+06,        16,    116662,    168557,   7876.78,     19523,    180886,     15311,    164030,     16001,      1639,      2771,         0,         0,   82168.7,     76109,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   66447.9,         5,         5,       275,1.02815e+06,        16,    201516,    242944,   30234.1,     72117,    410423,     34998,    366852,     36033,      3743,      5761,         0,         0,    147619,    121513,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   45675.5,         5,         5,       179,1.02905e+06,        16,    147271,    191545,   7559.27,     21010,    218894,     17582,    200034,     18259,      2072,      3289,         0,         0,   87308.5,     76133,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   44219.7,         5,         5,       152,1.02218e+06,        16,    105426,    151997,   7551.16,     20075,    186495,     15913,    168558,     16570,      1673,      2816,         0,         0,   73247.5,     68205,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   69246.1,         5,         5,       287,1.03525e+06,        16,    196901,    248871,   23635.3,     54997,    471661,     35877,    428721,     39622,      3925,      8683,         0,         0,    204487,    143771,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   55716.2,         5,         5,       236,1.03411e+06,        16,    251121,    221922,   15910.4,     36599,    455876,     28943,    419614,     31178,      3208,      6321,         0,         0,    130572,    101167,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   43018.3,         5,         5,       174,1.02092e+06,        16,    114402,    133059,   8832.62,     23317,    316868,     18653,    293673,     18754,      2003,      2676,         0,         0,   58802.1,     53715,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   26843.2,         5,         5,        81,1.01182e+06,        16,   36217.3,     63517,   1545.38,      4804,   47213.3,      4404,     42563,      4387,       538,       672,         0,         0,   29914.1,     30010,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   52702.7,         5,         5,       158,1.01904e+06,        16,    108231,    155087,   18069.6,     45324,    264342,     22178,    238469,     23250,      2270,      3981,         0,         0,   95261.7,     85982,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   23829.2,         5,         5,       111,1.01216e+06,        16,     31929,     60105,   2717.39,      7754,   85197.1,      7181,     77848,      7315,       857,      1230,         0,         0,   20655.5,     22730,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   48143.8,         5,         5,       147,1.01781e+06,        16,   92533.8,    134911,    9507.6,     26043,    224972,     17979,    204361,     19325,      1901,      3787,         0,         0,   91414.5,     74113,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   43819.6,         5,         5,       133,1.02629e+06,        16,    142060,    187146,   5994.99,     15896,    135806,     11934,    122748,     12382,      1349,      2173,         0,         0,   83977.8,     76788,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   61007.4,         5,         5,       247,1.03175e+06,        16,    174108,    224339,     20320,     50379,    472996,     36205,    431131,     37321,      4038,      6204,         0,         0,    158507,    117124,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
         5,   43066.4,         5,         5,       147,1.02015e+06,        16,   71950.1,    112958,   5433.36,     15160,    141180,     10354,    129116,     11985,      1051,      3064,         0,         0,   58348.2,     54862,    418857,    412384,    188905,    374585,    134320,         0,         0,        11,      8385,    109171
